de;2833;pre
le;1880;art_def
à;1758;pre
être;1670;aux
la;1605;art_def
et;1592;con
il;1423;pro_per
l;1205;art_def
avoir;1061;aux
les;1052;art_def
ne;955;adv_sup
en;913;pre
un;888;art_ind
du;760;art_def
d;730;pre
que;659;pro_rel
fogg;656;nr
des;655;art_ind
une;634;art_ind
se;585;pro_per
qui;575;pro_rel
s;570;pro_per
dans;549;pre
ce;530;pro_dem
son;483;adj_pos
pas;476;adv_sup
passepartout;431;nr
mais;400;con
qu;395;con
au;388;art_def
sur;383;pre
faire;347;ver_sup
vous;340;pro_per
plus;333;adv_sup
lui;331;pro_per
heure;311;nom
pour;307;pre
phileas;301;nr
on;301;pro_per
par;293;pre
mr;289;nr
dire;285;ver_sup
cette;278;adj_dem
fix;276;nr
sa;261;adj_pos
ses;257;adj_pos
c;249;pro_dem
pouvoir;247;ver_sup
je;244;pro_per
répondre;231;ver
avec;217;pre
tout;195;pro_ind
bien;192;adv_sup
si;189;con
mille;179;nom_sup
sans;174;pre
comme;167;con
y;162;pro_per
jour;157;nom
monsieur;155;nom_sup
elle;155;pro_per
ces;150;adj_dem
aller;149;ver
devoir;148;ver_sup
prendre;145;ver
deux;141;adj_num
aouda;136;nr
mrs;131;nr
passer;129;ver
train;128;nom
après;128;pre
quelques;125;adj_ind
nous;121;pro_per
même;120;pro_ind
maître;119;nom
ils;119;pro_per
donc;114;con
dont;113;pro_rel
ni;110;con
voir;109;ver
là;107;ono
savoir;106;ver_sup
ou;106;con
homme;106;nom
gentleman;105;nom
temps;104;nom
quand;104;con
grand;104;adj
demander;104;ver
arriver;103;ver
vouloir;102;ver_sup
leur;101;pro_per
aux;101;art_def
encore;100;adv_sup
pendant;95;adj_sup
peu;91;nom_sup
non;89;pro_per
trouver;88;ver
aussi;86;adv_sup
vers;85;pre
partir;85;ver
paquebot;84;nom
arrêter;84;ver
venir;83;ver
quitter;83;ver
où;83;pro_rel
j;83;pro_per
entre;83;pre
cela;82;pro_dem
rien;81;pro_ind
point;80;nom_sup
femme;78;nom
anglais;78;adj
puis;77;con
moins;77;adv_sup
voyageur;76;nom
fort;76;adj_sup
alors;75;adv_sup
mon;74;adj_pos
jeune;74;adj
falloir;74;ver_sup
livre;73;nom
tous;72;pro_ind
mettre;72;ver
moment;71;nom
main;71;nom
reprendre;70;ver
très;68;adv_sup
toute;68;adj_ind
sous;68;pre
huit;68;adj_num
attendre;67;ver
écrier;66;ver
trois;66;adj_num
mer;66;nom
tenir;65;ver
rester;65;ver
kong;65;nr
hong;65;nr
effet;65;nom
londres;63;nr
coup;63;nom
cet;63;adj_dem
bord;63;nom
vingt;62;adj_num
wagon;61;nom
croire;61;ver_sup
comprendre;61;ver
bombay;61;nr
voyage;60;nom
ville;60;nom
t;60;pro_per
monde;60;nom
cent;60;adj_num
votre;59;adj_pos
avant;58;pre
long;57;adj
ainsi;57;adv_sup
soir;56;nom
me;56;pro_per
garçon;56;nom
autre;56;pro_ind
sir;55;nom
instant;55;adj
police;54;nom
oui;54;adv_sup
minute;54;nom
laisser;54;ver
inspecteur;54;nom
