%%MatrixMarket matrix coordinate integer general
10274 2607 126684
2 1 1
5 1 1
6 1 1
11 1 1
12 1 1
14 1 1
17 1 1
26 1 1
41 1 1
61 1 1
63 1 1
64 1 1
65 1 1
68 1 1
69 1 1
71 1 1
73 1 1
74 1 1
77 1 1
78 1 1
79 1 1
80 1 1
95 1 1
98 1 1
99 1 1
100 1 1
101 1 1
102 1 1
107 1 1
110 1 1
114 1 1
115 1 1
116 1 1
121 1 1
123 1 1
124 1 1
135 1 1
136 1 1
137 1 1
138 1 1
139 1 1
150 1 1
153 1 1
154 1 1
155 1 1
159 1 1
160 1 1
161 1 1
167 1 1
168 1 1
175 1 1
176 1 1
177 1 1
179 1 1
180 1 1
181 1 1
184 1 1
187 1 1
190 1 1
208 1 1
216 1 1
220 1 1
223 1 1
224 1 1
225 1 1
232 1 1
236 1 1
237 1 1
239 1 1
240 1 1
241 1 1
242 1 1
243 1 1
253 1 1
260 1 1
276 1 1
277 1 1
278 1 1
282 1 1
285 1 1
287 1 1
288 1 1
289 1 1
293 1 1
294 1 1
295 1 1
297 1 1
301 1 1
306 1 1
309 1 1
314 1 1
315 1 1
318 1 1
322 1 1
328 1 1
334 1 1
339 1 1
340 1 1
344 1 1
345 1 1
349 1 1
355 1 1
358 1 1
359 1 1
360 1 1
361 1 1
387 1 1
395 1 1
396 1 1
397 1 1
398 1 1
400 1 1
407 1 1
408 1 1
424 1 1
437 1 1
439 1 1
448 1 1
449 1 1
450 1 1
451 1 1
452 1 1
453 1 1
456 1 1
458 1 1
474 1 1
494 1 1
510 1 1
512 1 1
513 1 1
516 1 1
538 1 1
551 1 1
562 1 1
567 1 1
568 1 1
574 1 1
581 1 1
582 1 1
583 1 1
586 1 1
587 1 1
588 1 1
589 1 1
590 1 1
591 1 1
594 1 1
596 1 1
597 1 1
603 1 1
604 1 1
607 1 1
608 1 1
609 1 1
610 1 1
612 1 1
613 1 1
614 1 1
615 1 1
617 1 1
618 1 1
619 1 1
620 1 1
623 1 1
624 1 1
625 1 1
627 1 1
629 1 1
630 1 1
631 1 1
634 1 1
647 1 1
648 1 1
649 1 1
651 1 1
652 1 1
653 1 1
655 1 1
656 1 1
660 1 1
668 1 1
671 1 1
676 1 1
677 1 1
682 1 1
683 1 1
684 1 1
685 1 1
689 1 1
690 1 1
695 1 1
696 1 1
702 1 1
703 1 1
706 1 1
710 1 1
715 1 1
716 1 1
718 1 1
719 1 1
722 1 1
724 1 1
725 1 1
727 1 1
728 1 1
729 1 1
730 1 1
731 1 1
750 1 1
