"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"mass";"chi.distance";"inertie"
"lire";0,769578785371841;0,482817262614451;0,792811392936494;-0,18083384476672;-0,245231724389664;0,618788947144194;0,388214944688065;0,637469400721665;-0,145401597001104;-0,197181475666738;0,459744860012335;0,144028697363652;0,361779758803123;0,0140197482492543;0,0204269355716344;0,000957029931829775;0,00037669072357777;0,00101568517008571;5,28419430447928e-05;9,7179050274433e-05;0,00161591810352357;0,575742859346976;0,000535644274552966
"national";-1,68801715671454;1,32347114734792;-0,305711135762452;1,56726579850184;1,79194069060445;-0,524395590470676;0,411146552049995;-0,0949715297110116;0,486883246749404;0,556680240363732;0,402772597826914;0,19706427722643;0,00979540759945302;0,19176157627951;0,198606141067696;0,00467906609730599;0,00287630160052877;0,000153471587124047;0,00403358097612705;0,00527293879133748;0,00164212218087801;1,34921391843684;0,00298928341603598
"lecteur";-0,233716507485518;0,0711893161197538;0,923339817346646;0,356522268877108;-1,27556237860251;-0,143128294192092;0,0435964300962067;0,565454509132832;0,218334702733982;-0,781156065308297;0,0370845565102596;0,00273852494763323;0,429171855795976;0,0476604032143964;0,483344659531737;9,35152555837455e-05;8,67627544853741e-06;0,00145957634982755;0,000217609079959428;0,00278552520670119;0,00171199972048984;0,615639897762788;0,000648869266186308
"ficher";-1,50417947552242;-2,16441848431924;0,102899266012876;-1,13070087120916;0,298710472205311;-0,521306125822062;-0,750126320083074;0,0356619795629612;-0,39186898919024;0,103524613612844;0,335480276426587;0,552869827845684;0,00116408855932329;0,104696750789315;0,00578905637909115;0,00367586776018395;0,00761102293554563;1,72022445011083e-05;0,00207709335279847;0,00014496443228126;0,00162465279597505;1,31734666625323;0,00281942609987652
"éditeur";-1,45121553199023;1,35323038582613;-1,35958468708973;-1,20237137104128;-1,44445698058635;-0,475415465426825;0,44331571673916;-0,445397373823242;-0,393894588624986;-0,473201376760837;0,316908230270082;0,21932387495356;0,206241473712645;0,120148128748312;0,137378292315401;0,00338477088668746;0,00294312645904876;0,00297083115779985;0,00232350009745771;0,0033533174209309;0,0016071834110721;1,30767274819963;0,00274829651673262
"littérature";0,947282243578076;1,24318577071414;1,59606100942448;-1,31526796561455;0,734469590444364;0,351578116062268;0,461400933191959;0,592368458944572;-0,488153806959542;0,272593977839269;0,17230909354267;0,236207787368543;0,362695504519491;0,183462777680546;0,0453248368887479;0,00133246353553896;0,00229492554798002;0,00378264440007397;0,00256876884189518;0,00080102150899566;0,00148489771675139;1,15760185007926;0,00198982537045731
"part";0,0890340282946838;0,412713839983493;0,430294489930118;0,267356921804859;-0,423039348681427;0,11363786794476;0,526763999622594;0,549202921181947;0,341238862894313;-0,539942879836737;0,0198887549381121;0,340146778032817;0,344445814340629;0,0990486338302095;0,196470018858233;1,10784664596594e-05;0,000238048618994701;0,000258761208272411;9,98965443977005e-05;0,0002501088909146;0,00139755079223661;0,320247788465346;0,000143330916991695
"connaissance";0,169849306416053;-0,134213234656234;1,9668990687096;0,912100710659288;-1,55933618940497;0,0633915642948389;-0,0500913843774451;0,734090773795348;0,340416408304285;-0,581979181391535;0,00650462573192476;0,00323264630776645;0,646774216599354;0,103597773188192;0,239890738172765;4,48533800326897e-05;2,80064657646025e-05;0,00601494651289538;0,00129346061297068;0,00378048167096995;0,00155477525636322;1,06828353711449;0,00177435572374993
"film";1,44823658720895;-0,390777708353904;-2,03851883249043;1,11336394311768;0,177712563972555;0,522695709843726;-0,141038994224552;-0,735739628172132;0,401833900415294;0,0641397928999989;0,349647183683917;0,0202620467842905;0,513658231601736;0,114128834987243;0,00230370294281614;0,00293120795560069;0,00021341609258261;0,00580760481514688;0,00173237499059736;4,41371072706875e-05;0,00139755079223661;1,24239133033394;0,00215717026387706
"place";-0,356491772550474;-0,702248455680026;-0,19756586812644;-0,455038980977905;0,152007804926338;-0,377999803743094;-0,744616843544003;-0,209485506057661;-0,48249260922495;0,161178812118136;0,188832952477918;0,583220918532115;0,0430027656329937;0,169920602864523;0,0150227604924494;0,000205361188449182;0,000796894688419733;6,30729553480993e-05;0,000334592768799163;3,73380060472622e-05;0,00161591810352357;0,416144859063484;0,000279839112110816
"revue";-1,1500764500571;0,340472967784831;-0,714730836251162;-1,44815587329532;-0,846990807311786;-0,526916064959945;0,155990218216806;-0,327459239535158;-0,663483365968858;-0,388055127312462;0,40500035436572;0,0282514017211477;0,115979388139783;0,354652215276102;0,0961166404972481;0,00222976116999772;0,000195420535837541;0,000861172130038949;0,00353537549253558;0,00120937871478119;0,00168579564313541;0,916712014592818;0,00141667677371795
"société";-0,889736489506482;1,54209835883465;-0,0275535741673381;1,33072975197749;0,290766331143223;-0,396877873425861;0,687871886211259;-0,012290609691506;0,593588326766612;0,129699888145502;0,213955593323523;0,511561363448712;0,000152142488941988;0,264332552000205;0,00999834873862;0,00126538159075306;0,00380121870571648;1,21354138706292e-06;0,00283059960276408;0,000135140941746133;0,00159844871862062;0,975738618536628;0,00152182844069833
"loi";-0,10825820205912;0,542912237802765;1,36634116080646;1,03844658163666;-1,38479771865681;-0,0476146763076207;0,23878643811494;0,600951159913503;0,456734888506489;-0,609068817615941;0,00382346721625639;0,0765363520882576;0,451593669795738;0,194300602620927;0,273745908278822;1,46387932041425e-05;0,000368165354783195;0,0023318572400389;0,00134695156016055;0,0023952802542528;0,00124906102056147;0,88810852541851;0,000985180333557892
"plan";-0,310867939975587;-0,743100987150834;-0,206563789565069;0,450011866627003;0,19290594573127;-0,322142089152304;-0,770050795430074;-0,214055173135365;0,466332304546862;0,199902004602509;0,138866067896911;0,631557199190463;0,0454617808925736;0,160717169382931;0,0233977826371199;0,000138434181307453;0,000791019414121771;6,11223229229346e-05;0,000290094435452716;5,33068099099454e-05;0,00143248956204252;0,423166988221216;0,000256516335507531
"question";-0,499990046253109;-0,0711775368138444;0,463198345097016;0,394501563384654;0,0412615613433273;-0,631462160862943;-0,089893631959663;0,584996101612456;0,49823553797824;0,0521112667775919;0,500174047269112;0,00806783656041592;0,318292368938051;0,171975257601747;0,00149048963067705;0,000406147027772013;8,23088381916417e-06;0,000348573655150099;0,000252847124831038;2,76599810173282e-06;0,00162465279597505;0,358620156820405;0,000208944024066592
"manuscrit";-0,127260262801185;-0,756519895146065;-0,469500991357867;-0,745906195108956;0,36257101093766;-0,104019190039177;-0,61835945494279;-0,38375775570991;-0,609684095825359;0,296356003510232;0,0161956847452693;0,455540649035782;0,163448335445096;0,30729265961044;0,0575226711634128;2,40481776199582e-05;0,000849840153362055;0,000327317757198465;0,000826161529124315;0,000195201294964455;0,00148489771675139;0,507255860031277;0,00038207681534102
"fois";-0,0657549944145821;-0,00918145557235721;-0,127891003939607;0,0861652805089329;-0,384415487004003;-0,156753417514569;-0,0218876839932635;-0,304879532199562;0,20540952533153;-0,916408584167437;0,0507004824732485;0,000786774764690984;0,142209427070711;0,0480827489666187;0,75822056672473;6,45804726052928e-06;1,2591190729911e-07;2,44300143245844e-05;1,10894074528441e-05;0,000220721927544832;0,00149363240920287;0,148134635605278;3,27760758125043e-05
"critique";-0,132475524427919;0,161911748561301;1,07050958289629;-0,780880967043955;-0,367124155562261;-0,0952516432801706;0,116416675332516;0,769710460542647;-0,561463678957666;-0,263967093213339;0,0136692862861314;0,0162518953186194;0,661834580449698;0,262309666090559;0,0459345718549941;2,33003530127065e-05;3,48055044020322e-05;0,0015215012891975;0,000809582070061915;0,000178943994294412;0,00132767325262478;0,57477337479213;0,000438616020476128
"but";-0,301075726366054;-0,0936261435582723;0,945453839445328;0,584219945215172;-0,0970270024111878;-0,259700304008233;-0,080759542586437;0,815524560858077;0,503933343319702;-0,0836930373874008;0,095113545986049;0,00732078923876916;0,695449083498209;0,197794277132367;0,00432230414460846;0,00014489393043912;1,40117693048909e-05;0,00142882607603995;0,000545571238604379;1,50481785810738e-05;0,00159844871862062;0,495208933372851;0,000391990596646636
"type";-0,328333664956432;-0,770027766786382;0,0196780152445288;0,308528918325562;-0,428549388574649;-0,331670868637384;-0,77785437664101;0,019878023808733;0,311664825336659;-0,432905191069683;0,151204446165464;0,661940952499567;0,000402707863675823;0,0737387142904778;0,112713179180813;0,000139360649690538;0,000766517554286631;5,00578184464984e-07;0,000123055516216698;0,00023741660648691;0,00129273448281886;0,428318712036634;0,000237161085407358
"technique";-0,0122225740887593;0,165171407439238;0,43511827662579;1,43413569028028;-0,362749333866123;-0,00788128273388029;0,106504779772925;0,280570208522638;0,924750283513704;-0,233905725665014;0,000110190953815424;0,016016332277189;0,103544975253363;0,837859403268007;0,0424690982476271;2,38794359799482e-07;4,36082287082174e-05;0,000302630962577476;0,00328760169452012;0,000210335198166743;0,00159844871862062;0,590641042125772;0,000557629769908508
"association";-1,72627045821699;1,64641293406191;-0,193898005950966;2,18043644808512;2,29493081519127;-0,434989043147406;0,414866386320957;-0,0488588029038721;0,5494306872261;0,578281204221398;0,295177178116201;0,213705344710711;0,00276124903499232;0,260089033394612;0,228267194743487;0,00437295065549791;0,00397772209970642;5,51700764073846e-05;0,00697659907320714;0,00772851572257242;0,00146742833184844;1,61176367835355;0,0038120591340115
"sentir";0,983062954601812;0,298958895078795;1,33604805380279;0,291286163466605;-0,399602621229183;0,559666833522895;0,170200064379421;0,760624515658924;0,165831907298775;-0,227497468645203;0,390024767839931;0,0287094737005139;0,534155217876968;0,018912080667049;0,0281984599155384;0,00124087379756857;0,000114759305759393;0,00229197095805882;0,000108944337883958;0,000205031981808303;0,00128399979036738;0,798489393117932;0,000818659405564967
"répertoire";-1,59304813813134;-1,73148992584038;0,28434481075599;-0,664734916615824;0,610319573696609;-0,628184388597547;-0,682775940281833;0,11212528160333;-0,262123966739369;0,240666442573069;0,470746713812829;0,442631362319746;0,0111202334312354;0,0452685471445364;0,0302331432916529;0,00352454079008956;0,00416375033421194;0,000112288519585047;0,000613679655063075;0,000517320084061951;0,00138881609978513;1,17779353261898;0,00192656236807275
"machine";1,7102688775487;-0,84269339735798;-1,83273715621899;1,14153735821135;0,0449625556982128;0,593671374400577;-0,292517132232944;-0,636182766774662;0,396252344456076;0,0156074770396214;0,436481581668264;0,0843430040104975;0,371647570438111;0,107395842548711;0,000132001334418298;0,00393456862464233;0,000955229049319681;0,00451823388451855;0,00175286551359634;2,71938261356754e-06;0,00134514263752773;1,31315304764792;0,0023195248562116
"musique";1,23375608382979;0,32068160343862;0,280841848215897;-0,19022555692634;0,137320638238037;0,93026790532977;0,241798040486739;0,211758354258933;-0,143432508825195;0,103541521834448;0,900298214214735;0,0484115082210628;0,0345895738115128;0,0118204926592303;0,00488021109345905;0,00175501229686676;0,000118568586407799;9,09379572142475e-05;4,17214388750378e-05;2,17416838265417e-05;0,0011529794035952;0,659583871164872;0,000501604707731169
"exprimer";1,00292484582875;0,138406040331729;1,26464733061467;-0,219960818432525;-0,103233304400411;0,612247071338556;0,0844915680383254;0,772018589094924;-0,134277625541586;-0,0630199646031559;0,449375326369789;0,00681169629509336;0,529791635877389;0,0119380438877285;0,0020832975700006;0,00101916004210255;1,94095602260166e-05;0,00162048296749275;4,90225909794974e-05;1,07980482848702e-05;0,00101322432437154;0,758922962235786;0,000583580798199028
"complet";-0,717767002797451;-1,13725712145443;0,341260544593106;-0,791086691355071;0,0335451496575439;-0,449311772971575;-0,711906526175929;0,213624170153783;-0,495208838636551;0,020998779002775;0,260580730905245;0,520673405498634;0,043675840432579;0,174820980361307;0,000249042802235601;0,000742503560263245;0,00186401280898369;0,00016784318854565;0,000901944301350853;1,62177659989219e-06;0,001441224254494;0,713257348028457;0,000733202726492645
"petit";0,755028901998923;-0,291430377285356;-1,17354085492504;0,126295381445389;-0,0993450237557884;0,52630676151752;-0,203146896325174;-0,818038203873922;0,0880365149296463;-0,0692502731847272;0,340960867138472;0,0404314919050912;0,610755804002663;0,00526892961068523;0,00258290734309135;0,000821596754807229;0,000122405575291067;0,00198485135998639;2,29882811591112e-05;1,42240672914705e-05;0,001441224254494;0,655911465258669;0,000620043282956281
"organisme";-1,78883922399985;0,489770961174165;0,0358464645293129;1,86697805703415;1,7831781457212;-0,562693965374308;0,154061449777502;0,0112757977352191;0,587273172504773;0,560913227037307;0,4770181952465;0,0284610643024367;0,000142029571076417;0,286972861925699;0,207405848954291;0,00477954270874853;0,000358285961986781;1,91927137197535e-06;0,00520621567869816;0,00474933926588041;0,00149363240920287;1,31382569418849;0,0025782155919098
"rendre";0,4796929680492;-0,354173336522212;-0,423143591800196;0,159933826308595;0,0980793083508628;0,635484272784278;-0,469199259090065;-0,560569188270642;0,211876008353118;0,129932815559098;0,478347590835153;0,207549340779569;0,275985468123845;0,0293675432423731;0,00875005701906248;0,000347712597541029;0,000189550723655877;0,000270563530699926;3,8652214087342e-05;1,45361203614326e-05;0,00151110179410583;0,351824007300067;0,000187044379710123
"valeur";0,267703273893228;0,0980220752050703;0,630769071279443;0,420046208199735;-1,01072774742677;0,206712823956304;0,0756898474980135;0,48706186552083;0,324347687745262;-0,780455105696291;0,0780013077082123;0,00832367375953419;0,321091708714262;0,10606173594376;0,486521573874234;0,000100781509523938;1,35120511121784e-05;0,00055951827320825;0,000248123347314947;0,00143661987742048;0,00140628548468808;0,486224294599634;0,000332465667505938
"produire";0,838817029032198;0,410600665458888;0,768194229253985;0,343728661075388;-0,929931092717575;0,536420737369512;0,26257777811687;0,491257688670039;0,219813350763551;-0,594687882092639;0,409314965836289;0,0780611941275591;0,254541746435903;0,0379598698308432;0,220122223769407;0,00110625335390347;0,000265069293761252;0,000927816739991286;0,000185759749140001;0,00135963288696018;0,00157224464126618;0,665077630642115;0,000695448228259311
"signe";1,90777762054005;-0,868189352617462;-1,60317011866663;0,822978127078997;0,411273559351313;0,682658184647848;-0,310663339902611;-0,573660782634;0,294485451652168;0,14716561217494;0,552015872092971;0,090990849978393;0,289034095123874;0,0567339113560175;0,0112252714487468;0,00413281980701875;0,000855893801510949;0,00291843610415355;0,000769072984422191;0,000192066910196834;0,00113551001869224;1,30252444229043;0,00192647214471044
"pari";-0,947383163849522;1,73498001745366;-1,51643869369913;-0,964560016462259;-1,26211472140958;-0,320629851994767;0,587182047810178;-0,513219500275096;-0,326443140557527;-0,427146767820593;0,14454642991802;0,385849325063029;0,274599379398308;0,082753168294057;0,112251697326587;0,00131706808113174;0,00441718770017182;0,00337447810538976;0,00136526013888239;0,00233751585136868;0,00146742833184844;1,26402566504171;0,00234459958559593
"social";0,117777670665683;0,737182933266184;1,64234755104327;1,33925563823032;-1,17241637422384;0,0464730723884739;0,290879889435689;0,648042504111993;0,528447573044798;-0,462615627569991;0,003434892071688;0,1071051772047;0,495234737689799;0,24529246952666;0,148932723507154;1,97497291573796e-05;0,000773723462843723;0,00384030180967199;0,0025536547990031;0,00195703671358379;0,00142375486959104;1,01938990262503;0,00147950309288945
"français";-0,028320675863749;1,37110084134773;-0,78134514905019;-1,4804570781404;-0,367891106692434;-0,0129019672694279;0,624628390341379;-0,35595511871507;-0,674447490513801;-0,167599072850342;0,000249129101545775;0,464760034678806;0,140603738149166;0,37599230016351;0,0183947979069737;1,16996081433872e-06;0,00274222372484955;0,0008905328197744;0,00319709639393528;0,000197425237024834;0,00145869363939696;0,910175826692282;0,00120841103652553
"musée";-1,13314224191259;0,877871134031301;-0,354914207491802;0,94347451964323;1,45219000382875;-0,497891749048447;0,38572809149207;-0,155945872454615;0,41455358506002;0,638078251973547;0,37707680334598;0,180133812502115;0,027428465964934;0,144374795989241;0,270986122197732;0,00162623940358619;0,000976061444674312;0,000159537355908429;0,00112739465555896;0,00267093000058455;0,00126653040546442;0,936059457947852;0,00110974319810261
"instrument";0,561984688158671;-0,202553265233971;0,302207284772155;1,25638477763835;-0,6946068910866;0,354780585763346;-0,127871750960761;0,1907832718089;0,793154932414877;-0,438504900377967;0,210676043299218;0,0217829869050621;0,0451720538360497;0,581542680612336;0,140826235347336;0,000422073431056148;5,48299116425792e-05;0,00012205312592205;0,0021095235622753;0,000644788412305293;0,00133640794507625;0,621084685474677;0,000515514268463134
"france";-0,650562178639612;1,93182348431768;-1,45185330379947;-1,48589407721234;-1,59011496221754;-0,196157245393876;0,58248263688393;-0,437762221875283;-0,448026182128413;-0,479450821288779;0,0581180364898387;0,407888009760646;0,214621179262275;0,167447662247805;0,151925112239436;0,000643242141397895;0,00567194157865298;0,00320362991755407;0,00335561841895847;0,00384285426334963;0,00151983648655731;1,36888592821221;0,00284794360092576
"tableau";0,127132081994454;-1,28360902848507;-0,262970612703261;0,000612125451890581;0,215814171049525;0,0953017219765084;-0,962228800473483;-0,197130038513264;0,000458866154912538;0,161780266674541;0,0115510665720749;0,937238327290277;0,0366454447179991;1,47898142074215e-07;0,0145650135215064;2,06115566597463e-05;0,00210119326510861;8,81890999707138e-05;4,77838731831213e-10;5,9396436578847e-05;0,0012752650979159;0,600036998952027;0,000459152057162079
"of";-1,10174437571542;-0,900345830170108;-0,303784696300871;-0,363873842171505;-0,168557316442994;-0,730038108945975;-0,596587358867133;-0,201293884591156;-0,24111016810165;-0,11168948737782;0,602994580386621;0,320511181705299;0,0339920455276994;0,0363264929865794;0,00617569939379902;0,0002968706981096;0,000198255098346799;2,25703052581551e-05;3,23822724566e-05;6,94865686582621e-06;0,000244571388641406;0,719710853646927;0,000126683995947114
"photographie";1,74961251485997;-0,87374894374873;-2,29776716140843;1,31619830740211;0,220473058487495;0,530300023306969;-0,264829544427142;-0,696443337538885;0,398934042345824;0,066824435160053;0,357543430961049;0,0709726667075872;0,457247014945877;0,111752637313911;0,00248425007157803;0,00403746079673801;0,00100692678337967;0,00696364466515635;0,00228490012443123;6,41114529055376e-05;0,0013189385601733;1,48426480399274;0,00290567705452293
"développement";0,241810177542623;0,204684120351552;1,20958103891427;0,956311831669597;-1,09139627095546;0,126238811511587;0,106856875715746;0,631470826957118;0,499249743295683;-0,569771585024823;0,0265427465019518;0,01513692834508;0,492448070332914;0,229279824355123;0,236592430464933;7,81426618133994e-05;5,59895981690825e-05;0,00195528014188847;0,00122218825766349;0,00159185673793379;0,00133640794507625;0,752896989564507;0,000757548024780151
"archive";-1,95030942505469;1,01425629867424;-0,424767181232518;1,70854618563068;1,83515526476392;-0,580187845037876;0,301726058790595;-0,126361874867726;0,508266902089628;0,545931206963959;0,485036470574234;0,104408421195903;0,0170593726762545;0,205584741064027;0,187910994489584;0,00441881986889052;0,00119507369145791;0,000209604773051247;0,0033911945486925;0,00391241474494843;0,00116171409604668;1,42052943224439;0,00234422736777466
"règle";-0,504275469096939;-1,11465007577937;0,592376339518383;-0,352109123353714;0,277660108686308;-0,352310907626812;-0,778747736009013;0,413862380032313;-0,246000236843924;0,193986602358854;0,158380760128033;0,615909048516776;0,162052575721708;0,0426472831732673;0,0210103324602165;0,000297637810127122;0,00145421800091089;0,000410721865566451;0,000145113217828865;9,02359084784409e-05;0,00117044878849816;0,642762520259499;0,000483563493338452
"agir";0,0189164842522471;-0,382648817386329;0,594747803735782;0,608459204610014;-0,5372987958785;0,0175679413159382;-0,355370050735385;0,552348648643425;0,565082573336075;-0,498995140389073;0,000504015336979891;0,164148304935013;0,369421690583553;0,288002270315123;0,177923718829332;4,81336931814273e-07;0,000196955942969988;0,000475810512267653;0,000498002209579304;0,000388329222717912;0,00134514263752773;0,427417659231403;0,000245738533402505
"notice";-1,61340248703165;-2,61272606550373;0,338092436727422;-1,52506354913658;0,18480672880495;-0,467629638035245;-0,757274241311362;0,097992934236872;-0,442025422171977;0,0535645038309905;0,276317654769618;0,576744805709638;0,00899679641199159;0,136354396966614;0,00158634614213801;0,00313770528057639;0,00822838228328387;0,00013778362783725;0,0028035130792315;4,11682365319683e-05;0,00120538755830407;1,55694158786484;0,00292194033250518
"procédé";1,44575005896494;-0,543996399065971;-1,46953392835332;0,779119034356977;-0,00714225613016213;0,636904634516223;-0,239649879712476;-0,647382280044409;0,343229813994976;-0,00314641939801053;0,490397831811455;0,0552620383271367;0,375677452925682;0,0786574400614008;5,23687432782795e-06;0,00281160803837638;0,0003980708615752;0,00290487583506768;0,000816537186497839;6,86181776360527e-08;0,00134514263752773;1,04725601242606;0,00147527867124916
"exister";-0,0888809614387303;0,398830671951945;0,00929186942669016;0,113925813803956;0,211633419479179;-0,187452571751935;0,841145662026633;0,019596826949458;0,240272904802061;0,446341129842248;0,0489654641237686;0,7847335744053;0,000396800651197138;0,044431066893404;0,12147309392633;1,11784122042541e-05;0,000225081464913803;1,22171197052136e-07;1,83656757179461e-05;6,33769202081732e-05;0,00141502017713956;0,203750048356098;5,87432639556644e-05
"propre";-0,0841734431154845;-0,0134202863846641;0,605511561645452;0,10546828773065;-0,246369991387865;-0,126077778421203;-0,0201013506223498;0,906955325516061;0,157973903868052;-0,369021154822153;0,0227243855867005;0,000459767510084467;0,871928025294743;0,0197040649597309;0,0851837566487426;9,46867551023795e-06;2,40692532334952e-07;0,000489986290435564;1,48656135831086e-05;8,11175201896987e-05;0,00133640794507625;0,283245443273241;0,000107217311406315
"monde";0,32058437253309;1,03718690599046;-0,164282236729391;-0,139806433229237;0,401174842206736;0,27230754400933;0,880996839668922;-0,139542960421511;-0,118752970297791;0,340761887850198;0,0969363301099547;0,807585800522744;0,0188745620763221;0,0101818399193026;0,0664214673716754;0,000145427764668295;0,00152221740500327;3,8189488980133e-05;2,76577562418945e-05;0,000227735121771878;0,00141502017713956;0,522315574038407;0,000386036690416798
"article";-1,33987497447029;-1,29436560505956;-0,0908999528743751;-1,57678586084965;-0,338148895563167;-0,543413025820542;-0,524955793163854;-0,0368662893028039;-0,639496962061033;-0,137143030519322;0,393867133315993;0,292555228841535;0,00134413317075869;0,301256689679179;0,0109768149925348;0,00235216307742226;0,00219509239500183;1,08259543951622e-05;0,00325749914964543;0,000149814836185983;0,00131020386772182;1,08298718829931;0,00153668734607783
"année";-0,669396911277625;0,33343863135728;-0,643169881298229;-0,628931428333234;-0,586209914775556;-0,511580921980954;0,254827650949644;-0,491537136370899;-0,480655519242562;-0,448005964208696;0,369672343167642;0,0730052558419658;0,253043241110622;0,180229642713895;0,124049517165876;0,000591006113839524;0,0001466413312815;0,000545602011840626;0,000521712401283455;0,000453242769346085;0,0013189385601733;0,558481946088201;0,000411379685726431
"fin";-0,351671503797487;-0,889842437918714;0,0265904249878008;-0,316931831895915;0,12349572430674;-0,346193668722108;-0,875981746718672;0,0261762374261289;-0,311995121680511;0,121572084765402;0,151452977026971;0,771795836362409;0,000642018890008965;0,0679368261950401;0,0081723415255698;0,000172839084720487;0,00110660805942542;9,88139267378528e-07;0,00014037808789742;2,131431814831e-05;0,00139755079223661;0,458386887372812;0,000293651329965704
"passer";0,985186076301006;0,693801426944419;0,436436007310609;-0,477688569853413;0,114854208921489;0,717794532544499;0,505495238830516;0,317981940050675;-0,348038052859183;0,0836813726733791;0,59664478410962;0,235517097821861;0,0868188957352751;0,0774709875038959;0,00354823482934669;0,00133949542808819;0,000664316565909873;0,000262872922273481;0,000314915766324604;1,82053291276052e-05;0,00138008140733365;0,646985064946403;0,000577687826753183
"encyclopédie";-1,22668189746108;-1,07994609004624;0,25461065158141;-0,823994041215222;0,200951934455954;-0,659925566053706;-0,580985205908987;0,136974450112888;-0,443289116110143;0,108107341740274;0,523618581836304;0,323018976140591;0,0167262300614231;0,13048763339087;0,00614857857081242;0,0018663791538995;0,00144657220229264;8,04061187710014e-05;0,00084213962889841;5,00864608296717e-05;0,00124032632810999;0,859920585580355;0,000917175940444161
"feuille";-0,361179357831031;-1,21578637543264;-1,09744453822375;-0,732964990002342;-0,303583923097134;-0,194667743235987;-0,655282160596939;-0,59149850884508;-0,395052035452967;-0,163625068572424;0,0514193405043085;0,463732943755799;0,351997528300615;0,116954569927853;0,0158956175114236;0,000166359006030365;0,00188501590203514;0,00153590953578309;0,000685120458214049;0,000117532510184693;0,0012752650979159;0,807966928670027;0,000832506519944565
"mondial";-1,7256197078475;1,55495716173272;-0,271645796937783;2,07553279977836;1,70269194758208;-0,484670281008321;0,436736739332316;-0,0762964424535885;0,582949453309945;0,478230621122544;0,346062726531616;0,223652751105168;0,00635864255709044;0,2764992246269;0,147426655179229;0,00348531953600409;0,00283001849856226;8,636910037202e-05;0,00504210189888785;0,00339331815558543;0,00117044878849816;1,487995418024;0,00259152620219151
"simple";0,835293440984714;-0,76965861457531;-0,424988518388286;0,269778337394674;-0,191648321475936;0,66447874414531;-0,61226601879061;-0,338079797013505;0,214609575550232;-0,152456884878397;0,513256203994071;0,346836727952479;0,098515428680714;0,0295692485491785;0,0118223908235602;0,00085320579422193;0,000724389127217284;0,000220866601214663;8,89999579498004e-05;4,49144094250486e-05;0,00122285694320703;0,591433447630391;0,000427747438260013
"opération";-0,549790184288742;-1,09513789475293;-0,0344988808004462;0,110566961374353;0,0273318637523302;-0,446562215744136;-0,889516071406247;-0,0280214108785345;0,0898070367031075;0,0222000646545688;0,238984655962349;0,754720964668688;0,000697717889113825;0,00533822503654492;0,000258436443302715;0,000356430902555191;0,00141422659670811;1,40343207750518e-06;1,44155804894946e-05;8,80886351027654e-07;0,00117918348094964;0,570487177248875;0,000383771890185067
"action";0,55682133759863;0,586360892896621;1,48589375064192;0,956102231930971;-1,27236863567217;0,239733145505597;0,252451067808942;0,639734792249049;0,411639030347205;-0,547803962735755;0,0902875194796697;0,0796890636615696;0,476722101892674;0,147019425720661;0,206281889245427;0,00040352052040218;0,000447469956248449;0,00287348807270156;0,00118971394063557;0,00210697700864119;0,00130146917527034;0,940017465466993;0,00115002089750769
"exemple";-0,113189754200673;-0,263701989895648;-0,0850798216672124;-1,06626132374469;0,579423384656912;-0,0905595148623688;-0,210979557662554;-0,0680696537347353;-0,853081702285843;0,463578183246286;0,0151023418196227;0,0652423539248687;0,00632669641924478;0,74016313364431;0,173165474191956;1,46599722213821e-05;7,95693348637833e-05;8,28270236705913e-06;0,00130090692815982;0,000384158945967477;0,00114424471114372;0,4672172655955;0,000249779435899937
"réalité";0,883327885096237;0,0502350865979083;1,55392825445435;1,16382612798681;-1,69971710576333;0,323821643736534;0,0184158211122357;0,569658911595697;0,426650280317094;-0,623104054974354;0,170181811882466;0,000438082917178215;0,390503544881105;0,163160693569683;0,275715866749569;0,000770140464707569;2,49080868910981e-06;0,00238335090106253;0,001336910294262;0,002851539236916;0,000987020247017103;1,08617370133315;0,00116446014333505
"note";0,0018368474677865;-1,58326329315552;-0,238321221359287;-0,36562746146337;0,2744327848144;0,00110315303339501;-0,950858323915275;-0,143128257993961;-0,219584396788201;0,164815731485785;1,57364710839725e-06;0,93055102593995;0,0196417592669088;0,0344356947575563;0,0153699463884769;4,06698801205465e-09;0,0030215723010028;6,84624026337294e-05;0,000161140356021771;9,07817791395991e-05;0,00120538755830407;0,742768254979922;0,000665017957860495
"format";-0,197563304604558;-1,12728312353025;-1,1390676456018;-0,276106351971813;0,0529897659207983;-0,12053903591092;-0,687787750771665;-0,694977825527799;-0,168460400792443;0,0323305753060934;0,0189855531665405;0,491982265353856;0,467954379165544;0,0204801702354719;0,000597632078586674;4,02292734526517e-05;0,00130977180083453;0,0013372994248057;7,85746438577951e-05;2,89410062799153e-06;0,0010306937092745;0,727325088745999;0,000545238811705242
