"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9"
"2216";0;0;0;0;0;0;0;0;0
"2217";0;0;0;0;0;5;5;5;5
"2218";0;0;0;0;0;0;0;3;3
"2219";0;0;0;0;0;0;0;0;0
"2220";0;0;0;0;0;0;4;4;4
"2221";0;0;0;0;0;0;4;4;4
"2222";0;0;0;0;0;0;0;0;0
"2223";0;0;0;0;0;5;5;5;5
"2224";0;0;0;0;0;0;4;4;4
"2225";0;0;0;0;0;0;4;4;4
"2226";0;0;0;0;0;0;4;4;4
"2227";0;0;0;0;6;6;6;6;6
"2228";0;0;0;0;6;6;6;6;6
"2229";0;0;0;0;0;0;0;3;3
"2230";0;0;0;0;0;0;4;4;4
"2231";0;0;0;0;0;0;0;0;0
"2232";0;0;0;0;0;0;0;0;0
"2233";0;0;0;0;0;0;0;0;0
"2234";0;0;0;0;0;0;0;0;0
"2235";0;0;0;0;0;5;5;5;5
"2236";0;0;0;0;0;0;0;0;0
"2237";0;0;0;0;0;0;0;0;0
"2238";0;0;0;0;0;0;0;0;0
"2239";0;0;0;0;0;0;0;0;0
"2240";0;0;0;0;0;0;0;0;0
"2241";0;0;0;0;0;0;0;0;0
"2242";0;0;0;0;0;0;0;0;0
"2243";0;0;0;0;0;0;0;0;0
"2244";0;0;0;0;0;5;5;5;5
"2245";0;0;0;0;0;0;0;0;0
"2246";0;0;0;0;0;0;4;4;4
"2247";0;0;0;0;0;0;0;0;0
"2248";0;0;0;0;0;0;0;0;0
"2249";0;0;0;0;0;0;0;0;0
"2250";0;0;0;0;0;0;0;0;0
"2251";0;0;0;0;0;5;5;5;5
"2252";0;0;0;0;0;0;0;0;0
"2253";0;0;0;0;0;0;0;3;3
"2254";0;0;0;0;0;0;4;4;4
"2255";0;0;0;0;0;0;4;4;4
"2256";0;0;0;0;0;0;0;0;0
"2257";0;0;0;0;0;0;4;4;4
"2258";0;0;0;0;0;0;0;0;0
"2259";0;0;0;0;6;6;6;6;6
"2260";0;0;0;0;0;0;0;0;0
"2261";0;0;0;0;0;0;0;0;0
"2262";0;0;0;0;0;0;0;0;0
"2263";0;0;0;0;0;0;0;3;3
"2264";0;0;0;0;0;0;4;4;4
"2265";0;0;0;0;0;0;0;0;0
"2266";0;0;0;0;0;0;0;0;0
"2267";0;0;0;0;0;0;4;4;4
"2268";0;0;0;0;0;0;4;4;4
"2269";0;0;0;0;0;0;4;4;4
"2270";0;0;0;0;0;0;4;4;4
"2271";0;0;0;0;0;0;4;4;4
"2272";0;0;0;0;0;0;4;4;4
"2273";0;0;0;0;0;0;4;4;4
"2274";0;0;0;0;0;0;0;3;3
"2275";0;0;0;0;0;0;4;4;4
"2276";0;0;0;0;6;6;6;6;6
"2277";0;0;0;0;0;0;4;4;4
"2278";0;0;0;0;0;0;4;4;4
"2279";0;0;0;0;0;0;4;4;4
"2280";0;0;0;0;0;0;4;4;4
"2281";0;0;0;0;0;0;4;4;4
"2282";0;0;0;0;0;0;4;4;4
"2283";0;0;0;0;0;0;0;0;0
"2284";0;0;0;0;0;0;4;4;4
"2285";0;0;0;0;0;0;4;4;4
"2286";0;0;0;0;0;5;5;5;5
"2287";0;0;0;0;0;0;4;4;4
"2288";0;0;0;0;0;0;0;0;0
"2289";0;0;0;0;0;0;0;0;1
"2290";0;0;0;0;0;5;5;5;5
"2291";0;0;0;0;0;0;4;4;4
"2292";0;0;0;0;0;0;0;0;1
"2293";0;0;0;0;0;0;0;3;3
"2294";0;0;0;0;0;0;0;0;0
"2295";0;0;0;0;0;0;4;4;4
"2296";0;0;0;0;6;6;6;6;6
"2297";0;0;0;0;0;0;0;0;0
"2298";0;0;0;0;0;0;0;3;3
"2299";0;0;0;0;0;0;0;0;0
"2300";0;0;0;0;0;0;0;3;3
"2301";0;0;0;0;0;0;0;3;3
"2302";0;0;0;0;0;0;0;3;3
"2303";0;0;0;0;6;6;6;6;6
"2304";0;0;0;0;0;0;0;0;2
"2305";0;0;0;0;0;0;0;3;3
"2306";0;0;0;0;0;0;0;3;3
"2307";0;0;0;0;0;0;0;3;3
"2308";0;0;0;0;0;0;0;3;3
"2309";0;0;0;0;0;0;0;3;3
"2310";0;0;0;0;0;0;4;4;4
"2311";0;0;0;0;0;5;5;5;5
"2312";0;0;0;0;0;0;4;4;4
"2313";0;0;0;0;0;0;0;0;0
"2314";0;0;0;0;0;0;0;0;0
"2315";0;0;0;0;0;0;4;4;4
"2316";0;0;0;0;0;0;0;3;3
"2317";0;0;0;0;0;0;0;3;3
"2318";0;0;0;0;0;0;0;3;3
"2319";0;0;0;0;0;0;0;0;0
"2320";0;0;0;0;0;0;0;3;3
"2321";0;0;0;0;0;0;0;3;3
"2322";0;0;0;0;0;0;0;3;3
"2323";0;0;0;0;0;0;0;3;3
"2324";0;0;0;0;0;0;0;3;3
"2325";0;0;0;0;0;0;4;4;4
"2326";0;0;0;0;0;0;4;4;4
"2327";0;0;0;0;0;0;4;4;4
"2328";0;0;0;0;0;0;0;0;0
"2329";0;0;0;0;0;0;0;0;2
"2330";0;0;0;0;0;0;0;3;3
"2331";0;0;0;0;0;0;4;4;4
"2332";0;0;0;0;0;0;4;4;4
"2333";0;0;0;0;0;0;4;4;4
"2334";0;0;0;0;0;0;0;0;0
"2335";0;0;0;0;0;0;4;4;4
"2336";0;0;0;0;6;6;6;6;6
"2337";0;0;0;0;0;0;4;4;4
"2338";0;0;0;0;0;0;4;4;4
"2339";0;0;0;0;0;0;4;4;4
"2340";0;0;0;0;6;6;6;6;6
"2341";0;0;0;0;0;0;4;4;4
"2342";0;0;0;0;0;0;0;0;1
"2343";0;0;0;0;0;0;4;4;4
"2344";0;0;0;0;0;5;5;5;5
"2345";0;0;0;0;0;0;4;4;4
"2346";0;0;0;0;0;5;5;5;5
"2347";0;0;0;0;0;0;4;4;4
"2348";0;0;0;0;0;0;0;0;1
"2349";0;0;0;0;0;0;4;4;4
"2350";0;0;0;0;0;0;0;0;1
"2351";0;0;0;0;0;0;4;4;4
"2352";0;0;0;0;0;0;4;4;4
"2353";0;0;0;0;0;0;4;4;4
"2354";0;0;0;0;0;0;0;3;3
"2355";0;0;0;0;0;0;4;4;4
"2356";0;0;0;0;0;0;4;4;4
"2357";0;0;0;0;6;6;6;6;6
"2358";0;0;0;0;0;0;0;3;3
"2359";0;0;0;0;0;5;5;5;5
"2360";0;0;0;0;0;5;5;5;5
"2361";0;0;0;0;0;5;5;5;5
"2362";0;0;0;0;0;0;0;0;0
"2363";0;0;0;0;0;0;0;3;3
"2364";0;0;0;0;0;0;0;3;3
"2365";0;0;0;0;0;5;5;5;5
"2366";0;0;0;0;0;5;5;5;5
"2367";0;0;0;0;0;5;5;5;5
"2368";0;0;0;0;0;5;5;5;5
"2369";0;0;0;0;0;5;5;5;5
"2370";0;0;0;0;0;5;5;5;5
"2371";0;0;0;0;0;5;5;5;5
"2372";0;0;0;0;0;5;5;5;5
"2373";0;0;0;0;0;5;5;5;5
"2374";0;0;0;0;0;5;5;5;5
"2375";0;0;0;0;0;5;5;5;5
"2376";0;0;0;0;0;5;5;5;5
"2377";0;0;0;0;0;5;5;5;5
"2378";0;0;0;0;0;5;5;5;5
"2379";0;0;0;0;0;5;5;5;5
"2380";0;0;0;0;6;6;6;6;6
"2381";0;0;0;0;0;5;5;5;5
"2382";0;0;0;0;0;5;5;5;5
"2383";0;0;0;0;6;6;6;6;6
"2384";0;0;0;0;0;5;5;5;5
"2385";0;0;0;0;0;0;0;0;2
"2386";0;0;0;0;0;5;5;5;5
"2387";0;0;0;0;0;5;5;5;5
"2388";0;0;0;0;0;5;5;5;5
"2389";0;0;0;0;0;5;5;5;5
"2390";0;0;0;0;0;5;5;5;5
"2391";0;0;0;0;0;5;5;5;5
"2392";0;0;0;0;0;5;5;5;5
"2393";0;0;0;0;0;5;5;5;5
"2394";0;0;0;0;0;5;5;5;5
"2395";0;0;0;0;0;5;5;5;5
"2396";0;0;0;0;0;5;5;5;5
"2397";0;0;0;0;0;5;5;5;5
"2398";0;0;0;0;0;5;5;5;5
"2399";0;0;0;0;0;5;5;5;5
"2400";0;0;0;0;0;5;5;5;5
"2401";0;0;0;0;0;5;5;5;5
"2402";0;0;0;0;0;0;0;3;3
"2403";0;0;0;0;0;5;5;5;5
"2404";0;0;0;0;0;5;5;5;5
"2405";0;0;0;0;0;0;0;0;0
"2406";0;0;0;0;0;0;0;0;0
"2407";0;0;0;0;0;0;4;4;4
"2408";0;0;0;0;0;5;5;5;5
"2409";0;0;0;0;0;5;5;5;5
"2410";0;0;0;0;0;5;5;5;5
"2411";0;0;0;0;6;6;6;6;6
"2412";0;0;0;0;0;5;5;5;5
"2413";0;0;0;0;0;0;0;3;3
"2414";0;0;0;0;0;0;0;3;3
"2415";0;0;0;0;0;5;5;5;5
"2416";0;0;0;0;0;5;5;5;5
"2417";0;0;0;0;0;5;5;5;5
"2418";0;0;0;0;0;5;5;5;5
"2419";0;0;0;0;6;6;6;6;6
"2420";0;0;0;0;0;5;5;5;5
"2421";0;0;0;0;0;0;0;0;1
"2422";0;0;0;0;0;0;0;0;2
"2423";0;0;0;0;0;5;5;5;5
"2424";0;0;0;0;0;0;0;0;0
"2425";0;0;0;0;0;5;5;5;5
"2426";0;0;0;0;0;5;5;5;5
"2427";0;0;0;0;0;5;5;5;5
"2428";0;0;0;0;0;0;0;3;3
"2429";0;0;0;0;0;0;4;4;4
"2430";0;0;0;0;0;0;4;4;4
"2431";0;0;0;0;0;5;5;5;5
"2432";0;0;0;0;0;0;4;4;4
"2433";0;0;0;0;0;0;4;4;4
"2434";0;0;0;0;6;6;6;6;6
"2435";0;0;0;0;6;6;6;6;6
"2436";0;0;0;0;0;5;5;5;5
"2437";0;0;0;0;6;6;6;6;6
"2438";0;0;0;0;6;6;6;6;6
"2439";0;0;0;0;6;6;6;6;6
"2440";0;0;0;0;0;5;5;5;5
"2441";0;0;0;0;0;0;0;0;1
"2442";0;0;0;0;0;5;5;5;5
"2443";0;0;0;0;0;0;0;0;2
"2444";0;0;0;0;0;0;0;0;1
"2445";0;0;0;0;0;0;0;0;1
"2446";0;0;0;0;0;0;0;0;1
"2447";0;0;0;0;0;0;0;0;2
"2448";0;0;0;0;0;5;5;5;5
"2449";0;0;0;0;0;0;0;0;2
"2450";0;0;0;0;0;5;5;5;5
"2451";0;0;0;0;0;0;0;0;2
"2452";0;0;0;0;0;0;0;0;2
"2453";0;0;0;0;0;5;5;5;5
"2454";0;0;0;0;0;5;5;5;5
"2455";0;0;0;0;0;0;4;4;4
"2456";0;0;0;0;0;5;5;5;5
"2457";0;0;0;0;0;5;5;5;5
"2458";0;0;0;0;0;0;0;3;3
"2459";0;0;0;0;0;0;4;4;4
"2460";0;0;0;0;0;0;4;4;4
"2461";0;0;0;0;0;0;4;4;4
"2462";0;0;0;0;0;5;5;5;5
"2463";0;0;0;0;0;0;4;4;4
"2464";0;0;0;0;0;5;5;5;5
"2465";0;0;0;0;0;5;5;5;5
"2466";0;0;0;0;0;5;5;5;5
"2467";0;0;0;0;0;5;5;5;5
"2468";0;0;0;0;0;0;4;4;4
"2469";0;0;0;0;0;5;5;5;5
"2470";0;0;0;0;0;5;5;5;5
"2471";0;0;0;0;0;5;5;5;5
"2472";0;0;0;0;0;5;5;5;5
"2473";0;0;0;0;0;0;0;0;2
"2474";0;0;0;0;0;5;5;5;5
"2475";0;0;0;0;0;5;5;5;5
"2476";0;0;0;0;0;5;5;5;5
"2477";0;0;0;0;0;5;5;5;5
"2478";0;0;0;0;0;5;5;5;5
"2479";0;0;0;0;0;5;5;5;5
"2480";0;0;0;0;6;6;6;6;6
"2481";0;0;0;0;0;5;5;5;5
"2482";0;0;0;0;0;5;5;5;5
"2483";0;0;0;0;0;5;5;5;5
"2484";0;0;0;0;0;5;5;5;5
"2485";0;0;0;0;0;5;5;5;5
"2486";0;0;0;0;0;5;5;5;5
"2487";0;0;0;0;0;5;5;5;5
"2488";0;0;0;0;0;5;5;5;5
"2489";0;0;0;0;0;0;0;3;3
"2490";0;0;0;0;6;6;6;6;6
"2491";0;0;0;0;0;5;5;5;5
"2492";0;0;0;0;0;0;4;4;4
"2493";0;0;0;0;0;5;5;5;5
"2494";0;0;0;0;0;5;5;5;5
"2495";0;0;0;0;0;5;5;5;5
"2496";0;0;0;0;0;5;5;5;5
"2497";0;0;0;0;0;0;4;4;4
"2498";0;0;0;0;0;5;5;5;5
"2499";0;0;0;0;0;0;0;3;3
"2500";0;0;0;0;0;5;5;5;5
"2501";0;0;0;0;0;5;5;5;5
"2502";0;0;0;0;0;0;4;4;4
"2503";0;0;0;0;0;5;5;5;5
"2504";0;0;0;0;0;0;0;3;3
"2505";0;0;0;0;0;5;5;5;5
"2506";0;0;0;0;0;5;5;5;5
"2507";0;0;0;0;0;5;5;5;5
"2508";0;0;0;0;0;5;5;5;5
"2509";0;0;0;0;0;5;5;5;5
"2510";0;0;0;0;0;0;0;0;0
"2511";0;0;0;0;0;0;0;0;0
"2512";0;0;0;0;0;5;5;5;5
"2513";0;0;0;0;0;5;5;5;5
"2514";0;0;0;0;0;5;5;5;5
"2515";0;0;0;0;0;5;5;5;5
"2516";0;0;0;0;0;0;4;4;4
"2517";0;0;0;0;0;0;4;4;4
"2518";0;0;0;0;0;0;4;4;4
"2519";0;0;0;0;6;6;6;6;6
"2520";0;0;0;0;0;0;4;4;4
"2521";0;0;0;0;0;0;0;0;0
"2522";0;0;0;0;0;0;0;0;0
"2523";0;0;0;0;0;5;5;5;5
"2524";0;0;0;0;0;0;0;0;0
"2525";0;0;0;0;0;0;0;0;0
"2526";0;0;0;0;0;0;0;0;0
"2527";0;0;0;0;0;5;5;5;5
"2528";0;0;0;0;0;0;0;0;0
"2529";0;0;0;0;0;5;5;5;5
"2530";0;0;0;0;0;5;5;5;5
"2531";0;0;0;0;0;5;5;5;5
"2532";0;0;0;0;0;5;5;5;5
"2533";0;0;0;0;0;0;0;0;0
"2534";0;0;0;0;0;0;0;0;0
"2535";0;0;0;0;0;5;5;5;5
"2536";0;0;0;0;0;5;5;5;5
"2537";0;0;0;0;6;6;6;6;6
"2538";0;0;0;0;0;5;5;5;5
"2539";0;0;0;0;0;5;5;5;5
"2540";0;0;0;0;0;5;5;5;5
"2541";0;0;0;0;0;5;5;5;5
"2542";0;0;0;0;0;5;5;5;5
"2543";0;0;0;0;0;0;0;0;1
"2544";0;0;0;0;0;5;5;5;5
"2545";0;0;0;0;0;5;5;5;5
"2546";0;0;0;0;0;5;5;5;5
"2547";0;0;0;0;0;0;0;0;0
"2548";0;0;0;0;0;5;5;5;5
"2549";0;0;0;0;6;6;6;6;6
"2550";0;0;0;0;6;6;6;6;6
"2551";0;0;0;0;0;0;0;0;1
"2552";0;0;0;0;0;0;4;4;4
"2553";0;0;0;0;0;5;5;5;5
"2554";0;0;0;0;0;5;5;5;5
"2555";0;0;0;0;0;0;0;0;0
"2556";0;0;0;0;0;5;5;5;5
"2557";0;0;0;0;0;5;5;5;5
"2558";0;0;0;0;0;5;5;5;5
"2559";0;0;0;0;0;0;0;3;3
"2560";0;0;0;0;0;0;0;0;0
"2561";0;0;0;0;0;5;5;5;5
"2562";0;0;0;0;0;5;5;5;5
"2563";0;0;0;0;0;5;5;5;5
"2564";0;0;0;0;0;0;0;0;0
"2565";0;0;0;0;0;5;5;5;5
"2566";0;0;0;0;0;0;0;0;1
"2567";0;0;0;0;0;5;5;5;5
"2568";0;0;0;0;0;5;5;5;5
"2569";0;0;0;0;0;5;5;5;5
"2570";0;0;0;0;0;5;5;5;5
"2571";0;0;0;0;0;5;5;5;5
"2572";0;0;0;0;6;6;6;6;6
"2573";0;0;0;0;0;5;5;5;5
"2574";0;0;0;0;0;5;5;5;5
"2575";0;0;0;0;0;5;5;5;5
"2576";0;0;0;0;0;5;5;5;5
"2577";0;0;0;0;0;5;5;5;5
"2578";0;0;0;0;0;5;5;5;5
"2579";0;0;0;0;0;5;5;5;5
"2580";0;0;0;0;0;5;5;5;5
"2581";0;0;0;0;0;5;5;5;5
"2582";0;0;0;0;0;5;5;5;5
"2583";0;0;0;0;6;6;6;6;6
"2584";0;0;0;0;0;5;5;5;5
"2585";0;0;0;0;0;5;5;5;5
"2586";0;0;0;0;0;5;5;5;5
"2587";0;0;0;0;0;5;5;5;5
"2588";0;0;0;0;0;5;5;5;5
"2589";0;0;0;0;0;5;5;5;5
"2590";0;0;0;0;0;5;5;5;5
"2591";0;0;0;0;6;6;6;6;6
"2592";0;0;0;0;0;5;5;5;5
"2593";0;0;0;0;0;5;5;5;5
"2594";0;0;0;0;0;5;5;5;5
"2595";0;0;0;0;0;5;5;5;5
"2596";0;0;0;0;0;5;5;5;5
"2597";0;0;0;0;0;5;5;5;5
"2598";0;0;0;0;0;5;5;5;5
"2599";0;0;0;0;0;5;5;5;5
"2600";0;0;0;0;0;5;5;5;5
"2601";0;0;0;0;0;5;5;5;5
"2602";0;0;0;0;0;5;5;5;5
"2603";0;0;0;0;0;5;5;5;5
"2604";0;0;0;0;0;5;5;5;5
"2605";0;0;0;0;0;5;5;5;5
"2606";0;0;0;0;0;5;5;5;5
"2607";0;0;0;0;0;0;4;4;4
"2608";0;0;0;0;0;5;5;5;5
"2609";0;0;0;0;0;5;5;5;5
"2610";0;0;0;0;0;5;5;5;5
"2611";0;0;0;0;0;5;5;5;5
"2612";0;0;0;0;0;5;5;5;5
"2613";0;0;0;0;0;5;5;5;5
"2614";0;0;0;0;0;5;5;5;5
"2615";0;0;0;0;0;5;5;5;5
"2616";0;0;0;0;0;5;5;5;5
"2617";0;0;0;0;0;5;5;5;5
"2618";0;0;0;0;0;5;5;5;5
"2619";0;0;0;0;0;5;5;5;5
"2620";0;0;0;0;0;5;5;5;5
"2621";0;0;0;0;0;5;5;5;5
"2622";0;0;0;0;0;5;5;5;5
"2623";0;0;0;0;0;0;4;4;4
"2624";0;0;0;0;0;5;5;5;5
"2625";0;0;0;0;0;0;0;0;0
"2626";0;0;0;0;0;5;5;5;5
"2627";0;0;0;0;0;5;5;5;5
"2628";0;0;0;0;0;0;0;0;0
"2629";0;0;0;0;0;5;5;5;5
"2630";0;0;0;0;0;0;4;4;4
"2631";0;0;0;0;0;5;5;5;5
"2632";0;0;0;0;0;5;5;5;5
"2633";0;0;0;0;0;5;5;5;5
"2634";0;0;0;0;0;0;0;0;0
"2635";0;0;0;0;0;5;5;5;5
"2636";0;0;0;0;0;0;0;0;0
"2637";0;0;0;0;0;5;5;5;5
"2638";0;0;0;0;0;5;5;5;5
"2639";0;0;0;0;0;5;5;5;5
"2640";0;0;0;0;0;5;5;5;5
"2641";0;0;0;0;0;0;0;0;1
"2642";0;0;0;0;0;5;5;5;5
"2643";0;0;0;0;0;5;5;5;5
"2644";0;0;0;0;0;5;5;5;5
"2645";0;0;0;0;0;5;5;5;5
"2646";0;0;0;0;0;5;5;5;5
"2647";0;0;0;0;0;5;5;5;5
"2648";0;0;0;0;0;5;5;5;5
"2649";0;0;0;0;0;5;5;5;5
"2650";0;0;0;0;6;6;6;6;6
"2651";0;0;0;0;0;0;4;4;4
"2652";0;0;0;0;0;5;5;5;5
"2653";0;0;0;0;6;6;6;6;6
"2654";0;0;0;0;0;5;5;5;5
"2655";0;0;0;0;0;5;5;5;5
"2656";0;0;0;0;0;5;5;5;5
"2657";0;0;0;0;0;5;5;5;5
"2658";0;0;0;0;0;5;5;5;5
"2659";0;0;0;0;0;5;5;5;5
"2660";0;0;0;0;0;5;5;5;5
"2661";0;0;0;0;0;5;5;5;5
"2662";0;0;0;0;0;5;5;5;5
"2663";0;0;0;0;0;5;5;5;5
"2664";0;0;0;0;0;5;5;5;5
"2665";0;0;0;0;0;5;5;5;5
"2666";0;0;0;0;0;5;5;5;5
"2667";0;0;0;0;0;5;5;5;5
"2668";0;0;0;0;0;5;5;5;5
"2669";0;0;0;0;0;5;5;5;5
"2670";0;0;0;0;0;5;5;5;5
"2671";0;0;0;0;0;5;5;5;5
"2672";0;0;0;0;0;5;5;5;5
"2673";0;0;0;0;0;5;5;5;5
"2674";0;0;0;0;0;5;5;5;5
"2675";0;0;0;0;0;5;5;5;5
"2676";0;0;0;0;0;5;5;5;5
"2677";0;0;0;0;0;5;5;5;5
"2678";0;0;0;0;0;5;5;5;5
"2679";0;0;0;0;0;5;5;5;5
"2680";0;0;0;0;0;5;5;5;5
"2681";0;0;0;0;0;0;4;4;4
"2682";0;0;0;0;6;6;6;6;6
"2683";0;0;0;0;0;5;5;5;5
"2684";0;0;0;0;0;5;5;5;5
"2685";0;0;0;0;0;0;0;3;3
"2686";0;0;0;0;0;5;5;5;5
"2687";0;0;0;0;0;5;5;5;5
"2688";0;0;0;0;0;5;5;5;5
"2689";0;0;0;0;0;5;5;5;5
"2690";0;0;0;0;0;5;5;5;5
"2691";0;0;0;0;0;5;5;5;5
"2692";0;0;0;0;0;5;5;5;5
"2693";0;0;0;0;0;5;5;5;5
"2694";0;0;0;0;0;5;5;5;5
"2695";0;0;0;0;0;5;5;5;5
"2696";0;0;0;0;0;0;0;0;2
"2697";0;0;0;0;0;5;5;5;5
"2698";0;0;0;0;0;5;5;5;5
"2699";0;0;0;0;0;5;5;5;5
"2700";0;0;0;0;0;5;5;5;5
"2701";0;0;0;0;0;5;5;5;5
"2702";0;0;0;0;0;5;5;5;5
"2703";0;0;0;0;0;0;0;3;3
"2704";0;0;0;0;0;0;4;4;4
"2705";0;0;0;0;0;5;5;5;5
"2706";0;0;0;0;0;0;0;0;0
"2707";0;0;0;0;0;5;5;5;5
"2708";0;0;0;0;0;5;5;5;5
"2709";0;0;0;0;0;5;5;5;5
"2710";0;0;0;0;0;5;5;5;5
"2711";0;0;0;0;0;5;5;5;5
"2712";0;0;0;0;0;5;5;5;5
"2713";0;0;0;0;0;5;5;5;5
"2714";0;0;0;0;6;6;6;6;6
"2715";0;0;0;0;0;0;0;0;2
"2716";0;0;0;0;0;0;0;3;3
"2717";0;0;0;0;0;0;0;3;3
"2718";0;0;0;0;0;0;0;0;0
"2719";0;0;0;0;0;0;0;0;0
"2720";0;0;0;0;0;0;0;3;3
"2721";0;0;0;0;0;0;0;0;1
"2722";0;0;0;0;0;0;0;0;0
"2723";0;0;0;0;0;0;0;0;0
"2724";0;0;0;0;0;5;5;5;5
"2725";0;0;0;0;0;5;5;5;5
"2726";0;0;0;0;0;0;0;3;3
"2727";0;0;0;0;0;5;5;5;5
"2728";0;0;0;0;0;5;5;5;5
"2729";0;0;0;0;0;5;5;5;5
"2730";0;0;0;0;0;5;5;5;5
"2731";0;0;0;0;0;5;5;5;5
"2732";0;0;0;0;0;5;5;5;5
"2733";0;0;0;0;6;6;6;6;6
"2734";0;0;0;0;0;0;4;4;4
"2735";0;0;0;0;0;0;0;0;1
"2736";0;0;0;0;0;5;5;5;5
"2737";0;0;0;0;0;0;0;3;3
"2738";0;0;0;0;0;5;5;5;5
"2739";0;0;0;0;0;5;5;5;5
"2740";0;0;0;0;0;5;5;5;5
"2741";0;0;0;0;0;0;0;0;2
"2742";0;0;0;0;0;0;0;3;3
"2743";0;0;0;0;0;0;4;4;4
"2744";0;0;0;0;0;5;5;5;5
"2745";0;0;0;0;0;5;5;5;5
"2746";0;0;0;0;0;5;5;5;5
"2747";0;0;0;0;0;0;0;3;3
"2748";0;0;0;0;0;0;4;4;4
"2749";0;0;0;0;0;5;5;5;5
"2750";0;0;0;0;0;5;5;5;5
"2751";0;0;0;0;0;5;5;5;5
"2752";0;0;0;0;0;5;5;5;5
"2753";0;0;0;0;0;0;0;3;3
"2754";0;0;0;0;0;0;0;3;3
"2755";0;0;0;0;0;0;0;3;3
"2756";0;0;0;0;0;0;4;4;4
"2757";0;0;0;0;0;0;0;0;2
"2758";0;0;0;0;0;0;0;3;3
"2759";0;0;0;0;0;0;0;3;3
"2760";0;0;0;0;0;0;0;3;3
"2761";0;0;0;0;0;0;0;3;3
"2762";0;0;0;0;0;0;0;3;3
"2763";0;0;0;0;0;0;0;3;3
"2764";0;0;0;0;6;6;6;6;6
"2765";0;0;0;0;0;5;5;5;5
"2766";0;0;0;0;0;5;5;5;5
"2767";0;0;0;0;0;5;5;5;5
"2768";0;0;0;0;0;5;5;5;5
"2769";0;0;0;0;0;0;0;0;1
"2770";0;0;0;0;0;5;5;5;5
"2771";0;0;0;0;0;5;5;5;5
"2772";0;0;0;0;0;5;5;5;5
"2773";0;0;0;0;0;0;0;0;0
"2774";0;0;0;0;0;5;5;5;5
"2775";0;0;0;0;0;5;5;5;5
"2776";0;0;0;0;0;5;5;5;5
"2777";0;0;0;0;0;5;5;5;5
"2778";0;0;0;0;0;5;5;5;5
"2779";0;0;0;0;6;6;6;6;6
"2780";0;0;0;0;0;5;5;5;5
"2781";0;0;0;0;0;5;5;5;5
"2782";0;0;0;0;0;5;5;5;5
"2783";0;0;0;0;0;0;0;3;3
"2784";0;0;0;0;0;5;5;5;5
"2785";0;0;0;0;0;5;5;5;5
"2786";0;0;0;0;0;5;5;5;5
"2787";0;0;0;0;0;5;5;5;5
"2788";0;0;0;0;0;5;5;5;5
"2789";0;0;0;0;0;0;0;0;1
"2790";0;0;0;0;0;0;0;0;1
"2791";0;0;0;0;0;0;0;0;2
"2792";0;0;0;0;0;5;5;5;5
"2793";0;0;0;0;0;0;0;3;3
"2794";0;0;0;0;0;5;5;5;5
"2795";0;0;0;0;0;5;5;5;5
"2796";0;0;0;0;0;0;0;0;0
"2797";0;0;0;0;0;5;5;5;5
"2798";0;0;0;0;0;0;0;0;0
"2799";0;0;0;0;0;0;0;3;3
"2800";0;0;0;0;6;6;6;6;6
"2801";0;0;0;0;0;5;5;5;5
"2802";0;0;0;0;0;0;0;0;0
"2803";0;0;0;0;6;6;6;6;6
"2804";0;0;0;0;0;0;0;0;0
"2805";0;0;0;0;0;5;5;5;5
"2806";0;0;0;0;0;5;5;5;5
"2807";0;0;0;0;0;0;4;4;4
"2808";0;0;0;0;0;0;4;4;4
"2809";0;0;0;0;0;5;5;5;5
"2810";0;0;0;0;0;0;4;4;4
"2811";0;0;0;0;0;0;4;4;4
"2812";0;0;0;0;0;0;4;4;4
"2813";0;0;0;0;0;5;5;5;5
"2814";0;0;0;0;0;5;5;5;5
"2815";0;0;0;0;0;0;0;3;3
"2816";0;0;0;0;0;5;5;5;5
"2817";0;0;0;0;0;0;0;0;0
"2818";0;0;0;0;0;0;0;3;3
"2819";0;0;0;0;0;5;5;5;5
"2820";0;0;0;0;0;0;4;4;4
"2821";0;0;0;0;0;0;0;0;2
"2822";0;0;0;0;0;5;5;5;5
"2823";0;0;0;0;0;0;0;0;0
"2824";0;0;0;0;0;0;0;3;3
"2825";0;0;0;0;0;5;5;5;5
"2826";0;0;0;0;0;5;5;5;5
"2827";0;0;0;0;0;5;5;5;5
"2828";0;0;0;0;0;0;0;0;0
"2829";0;0;0;0;0;0;0;3;3
"2830";0;0;0;0;0;0;0;0;2
"2831";0;0;0;0;0;5;5;5;5
"2832";0;0;0;0;0;5;5;5;5
"2833";0;0;0;0;0;0;0;0;0
"2834";0;0;0;0;0;0;0;0;0
"2835";0;0;0;0;0;0;4;4;4
"2836";0;0;0;0;0;5;5;5;5
"2837";0;0;0;0;0;0;0;0;2
"2838";0;0;0;0;0;0;0;0;1
"2839";0;0;0;0;0;0;4;4;4
"2840";0;0;0;0;0;5;5;5;5
"2841";0;0;0;0;0;0;0;0;0
"2842";0;0;0;0;0;0;0;0;2
"2843";0;0;0;0;0;0;4;4;4
"2844";0;0;0;0;0;0;4;4;4
"2845";0;0;0;0;0;0;0;0;2
"2846";0;0;0;0;0;0;0;3;3
"2847";0;0;0;0;0;0;0;0;2
"2848";0;0;0;0;0;0;0;0;0
"2849";0;0;0;0;0;5;5;5;5
