"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9"
"143";0;0;0;0;0;0;0;0;0
"144";0;0;0;0;0;0;0;0;0
"145";0;0;0;0;0;0;0;0;0
"146";0;0;0;0;0;0;0;0;0
"147";0;0;0;0;0;0;0;0;0
"148";0;0;0;0;0;0;4;4;4
"149";0;0;0;0;0;0;0;0;0
"150";0;0;0;0;0;0;4;4;4
"151";0;0;0;0;0;0;0;0;0
"152";0;0;0;0;0;5;5;5;5
"153";0;0;0;0;0;0;4;4;4
"154";0;0;0;0;0;5;5;5;5
"155";0;0;0;0;0;5;5;5;5
"156";0;0;0;0;0;0;4;4;4
"157";0;0;0;0;6;6;6;6;6
"158";0;0;0;0;0;0;0;0;0
"159";0;0;0;0;0;0;0;0;0
"160";0;0;0;0;0;0;0;3;3
"161";0;0;0;0;0;0;0;0;2
"162";0;0;0;0;0;5;5;5;5
"163";0;0;0;0;6;6;6;6;6
"164";0;0;0;0;0;0;0;0;2
"165";0;0;0;0;0;0;0;0;2
"166";0;0;0;0;0;0;0;0;0
"167";0;0;0;0;0;0;0;0;0
"168";0;0;0;0;0;0;0;0;0
"169";0;0;0;0;0;0;0;0;0
"170";0;0;0;0;0;0;0;0;0
"171";0;0;0;0;0;0;0;0;0
"172";0;0;0;0;0;0;0;3;3
"173";0;0;0;0;0;0;0;0;0
"174";0;0;0;0;0;0;0;3;3
"175";0;0;0;0;0;0;0;0;0
"176";0;0;0;0;0;0;0;3;3
"177";0;0;0;0;0;0;0;3;3
"178";0;0;0;0;0;0;0;0;0
"179";0;0;0;0;0;0;0;0;0
"180";0;0;0;0;0;0;0;0;0
"181";0;0;0;0;0;0;0;3;3
"182";0;0;0;0;0;0;0;0;0
"183";0;0;0;0;0;0;0;0;0
"184";0;0;0;0;0;0;0;0;0
"185";0;0;0;0;0;0;0;0;0
"186";0;0;0;0;0;0;0;0;0
"187";0;0;0;0;6;6;6;6;6
"188";0;0;0;0;6;6;6;6;6
"189";0;0;0;0;0;0;4;4;4
"190";0;0;0;0;0;0;0;0;0
"191";0;0;0;0;0;5;5;5;5
"192";0;0;0;0;0;0;0;0;1
"193";0;0;0;0;0;0;0;0;1
"194";0;0;0;0;0;5;5;5;5
"195";0;0;0;0;0;0;0;0;0
"196";0;0;0;0;6;6;6;6;6
"197";0;0;0;0;6;6;6;6;6
"198";0;0;0;0;6;6;6;6;6
"199";0;0;0;0;6;6;6;6;6
"200";0;0;0;0;6;6;6;6;6
"201";0;0;0;0;6;6;6;6;6
"202";0;0;0;0;0;0;0;0;0
"203";0;0;0;0;6;6;6;6;6
"204";0;0;0;0;6;6;6;6;6
"205";0;0;0;0;0;0;0;3;3
"206";0;0;0;0;6;6;6;6;6
"207";0;0;0;0;6;6;6;6;6
"208";0;0;0;0;6;6;6;6;6
"209";0;0;0;0;0;5;5;5;5
"210";0;0;0;0;0;0;4;4;4
"211";0;0;0;0;0;0;0;0;1
"212";0;0;0;0;0;0;4;4;4
"213";0;0;0;0;6;6;6;6;6
"214";0;0;0;0;0;0;0;0;1
"215";0;0;0;0;0;0;0;0;1
"216";0;0;0;0;0;0;0;0;1
"217";0;0;0;0;0;5;5;5;5
"218";0;0;0;0;0;0;0;0;1
"219";0;0;0;0;0;0;4;4;4
"220";0;0;0;0;0;0;0;0;0
"221";0;0;0;0;0;5;5;5;5
"222";0;0;0;0;0;5;5;5;5
"223";0;0;0;0;0;0;0;0;2
"224";0;0;0;0;0;0;0;0;1
"225";0;0;0;0;0;0;0;0;0
"226";0;0;0;0;0;5;5;5;5
"227";0;0;0;0;0;5;5;5;5
"228";0;0;0;0;0;0;0;3;3
"229";0;0;0;0;0;0;0;3;3
"230";0;0;0;0;0;0;0;0;0
"231";0;0;0;0;0;0;0;3;3
"232";0;0;0;0;0;0;0;0;0
"233";0;0;0;0;0;0;0;0;0
"234";0;0;0;0;0;0;0;0;0
"235";0;0;0;0;0;0;0;0;0
"236";0;0;0;0;0;0;0;0;0
"237";0;0;0;0;0;0;0;3;3
"238";0;0;0;0;0;0;0;3;3
"239";0;0;0;0;0;5;5;5;5
"240";0;0;0;0;0;0;0;0;2
"241";0;0;0;0;0;0;0;0;1
"242";0;0;0;0;0;0;0;3;3
"243";0;0;0;0;0;0;0;0;1
"244";0;0;0;0;0;0;0;3;3
"245";0;0;0;0;0;0;0;3;3
"246";0;0;0;0;0;5;5;5;5
"247";0;0;0;0;0;0;4;4;4
"248";0;0;0;0;0;0;0;0;1
"249";0;0;0;0;0;0;0;0;1
"250";0;0;0;0;0;5;5;5;5
"251";0;0;0;0;0;5;5;5;5
"252";0;0;0;0;0;5;5;5;5
"253";0;0;0;0;0;5;5;5;5
"254";0;0;0;0;0;5;5;5;5
"255";0;0;0;0;0;0;0;0;0
"256";0;0;0;0;0;5;5;5;5
"257";0;0;0;0;0;5;5;5;5
"258";0;0;0;0;0;0;4;4;4
"259";0;0;0;0;0;0;0;0;1
"260";0;0;0;0;0;0;0;0;1
"261";0;0;0;0;0;0;0;0;1
"262";0;0;0;0;0;5;5;5;5
"263";0;0;0;0;0;0;0;0;1
"264";0;0;0;0;0;0;0;3;3
"265";0;0;0;0;0;0;0;0;1
"266";0;0;0;0;0;5;5;5;5
"267";0;0;0;0;0;0;4;4;4
"268";0;0;0;0;0;0;4;4;4
"269";0;0;0;0;6;6;6;6;6
"270";0;0;0;0;0;0;4;4;4
"271";0;0;0;0;0;0;0;0;1
"272";0;0;0;0;0;0;0;0;1
"273";0;0;0;0;0;0;0;0;1
"274";0;0;0;0;0;0;0;0;1
"275";0;0;0;0;0;0;0;0;1
"276";0;0;0;0;0;0;4;4;4
"277";0;0;0;0;0;5;5;5;5
"278";0;0;0;0;0;0;0;0;1
"279";0;0;0;0;0;0;0;0;1
"280";0;0;0;0;0;5;5;5;5
"281";0;0;0;0;0;5;5;5;5
"282";0;0;0;0;0;5;5;5;5
"283";0;0;0;0;0;0;0;0;1
"284";0;0;0;0;6;6;6;6;6
"285";0;0;0;0;0;0;0;0;2
"286";0;0;0;0;0;5;5;5;5
"287";0;0;0;0;6;6;6;6;6
"288";0;0;0;0;6;6;6;6;6
"289";0;0;0;0;6;6;6;6;6
"290";0;0;0;0;6;6;6;6;6
"291";0;0;0;0;6;6;6;6;6
"292";0;0;0;0;0;0;0;0;1
"293";0;0;0;0;0;0;4;4;4
"294";0;0;0;0;0;0;0;0;1
"295";0;0;0;0;0;0;0;3;3
"296";0;0;0;0;6;6;6;6;6
"297";0;0;0;0;0;0;0;0;1
"298";0;0;0;0;6;6;6;6;6
"299";0;0;0;0;0;0;0;0;1
"300";0;0;0;0;0;0;0;0;2
"301";0;0;0;0;0;5;5;5;5
"302";0;0;0;0;0;5;5;5;5
"303";0;0;0;0;0;5;5;5;5
"304";0;0;0;0;0;0;0;0;2
"305";0;0;0;0;0;0;0;3;3
"306";0;0;0;0;0;5;5;5;5
"307";0;0;0;0;0;5;5;5;5
"308";0;0;0;0;0;5;5;5;5
"309";0;0;0;0;0;5;5;5;5
"310";0;0;0;0;0;0;0;0;1
"311";0;0;0;0;0;5;5;5;5
"312";0;0;0;0;0;5;5;5;5
"313";0;0;0;0;0;5;5;5;5
"314";0;0;0;0;0;0;0;0;2
"315";0;0;0;0;0;0;0;0;2
"316";0;0;0;0;0;0;0;0;2
"317";0;0;0;0;0;0;0;0;0
"318";0;0;0;0;0;5;5;5;5
"319";0;0;0;0;0;0;0;0;1
"320";0;0;0;0;0;0;0;0;0
"321";0;0;0;0;0;5;5;5;5
"322";0;0;0;0;0;0;0;0;0
"323";0;0;0;0;0;0;0;3;3
"324";0;0;0;0;0;0;0;0;0
"325";0;0;0;0;0;0;0;0;0
"326";0;0;0;0;0;0;0;3;3
"327";0;0;0;0;0;0;0;3;3
"328";0;0;0;0;0;0;0;0;0
"329";0;0;0;0;0;0;0;0;0
"330";0;0;0;0;0;0;0;3;3
"331";0;0;0;0;0;0;0;0;0
"332";0;0;0;0;0;0;0;3;3
"333";0;0;0;0;0;0;0;3;3
"334";0;0;0;0;0;0;0;3;3
"335";0;0;0;0;0;0;0;3;3
"336";0;0;0;0;0;0;0;0;2
"337";0;0;0;0;0;0;0;3;3
"338";0;0;0;0;0;0;0;3;3
"339";0;0;0;0;0;0;0;3;3
"340";0;0;0;0;0;0;0;3;3
"341";0;0;0;0;0;5;5;5;5
"342";0;0;0;0;0;0;0;3;3
"343";0;0;0;0;0;0;0;3;3
"344";0;0;0;0;0;0;0;3;3
"345";0;0;0;0;0;0;0;3;3
"346";0;0;0;0;0;0;0;0;0
"347";0;0;0;0;0;0;0;3;3
"348";0;0;0;0;0;0;0;3;3
"349";0;0;0;0;0;0;0;0;0
"350";0;0;0;0;0;0;0;0;0
"351";0;0;0;0;0;0;0;3;3
"352";0;0;0;0;0;0;0;3;3
"353";0;0;0;0;0;0;0;3;3
"354";0;0;0;0;0;0;0;3;3
"355";0;0;0;0;0;0;0;3;3
"356";0;0;0;0;0;0;0;0;0
"357";0;0;0;0;0;0;0;3;3
"358";0;0;0;0;0;0;0;3;3
"359";0;0;0;0;0;0;0;3;3
"360";0;0;0;0;0;0;0;3;3
"361";0;0;0;0;0;0;0;3;3
"362";0;0;0;0;0;0;0;3;3
"363";0;0;0;0;0;5;5;5;5
"364";0;0;0;0;0;0;0;3;3
"365";0;0;0;0;0;5;5;5;5
"366";0;0;0;0;0;0;0;3;3
"367";0;0;0;0;0;0;0;3;3
"368";0;0;0;0;0;0;0;3;3
"369";0;0;0;0;0;0;4;4;4
"370";0;0;0;0;0;0;0;0;0
"371";0;0;0;0;0;0;0;3;3
"372";0;0;0;0;0;0;4;4;4
"373";0;0;0;0;0;0;4;4;4
"374";0;0;0;0;0;0;0;0;0
"375";0;0;0;0;0;0;0;0;0
"376";0;0;0;0;0;0;0;0;0
"377";0;0;0;0;0;0;0;3;3
"378";0;0;0;0;0;0;0;3;3
"379";0;0;0;0;0;0;0;0;0
"380";0;0;0;0;0;0;0;0;0
"381";0;0;0;0;0;0;0;0;0
"382";0;0;0;0;0;5;5;5;5
"383";0;0;0;0;0;5;5;5;5
"384";0;0;0;0;0;0;0;3;3
"385";0;0;0;0;0;0;0;3;3
"386";0;0;0;0;0;0;0;3;3
"387";0;0;0;0;0;0;0;3;3
"388";0;0;0;0;0;5;5;5;5
"389";0;0;0;0;0;0;0;3;3
"390";0;0;0;0;0;0;0;3;3
"391";0;0;0;0;0;0;0;0;0
"392";0;0;0;0;0;0;0;0;0
"393";0;0;0;0;0;0;0;3;3
"394";0;0;0;0;0;0;0;3;3
"395";0;0;0;0;0;0;0;3;3
"396";0;0;0;0;0;0;0;3;3
"397";0;0;0;0;0;0;0;0;2
"398";0;0;0;0;0;5;5;5;5
"399";0;0;0;0;0;5;5;5;5
"400";0;0;0;0;0;0;0;3;3
"401";0;0;0;0;0;0;0;3;3
"402";0;0;0;0;0;0;0;3;3
"403";0;0;0;0;0;0;0;0;0
"404";0;0;0;0;0;0;0;0;0
"405";0;0;0;0;0;5;5;5;5
"406";0;0;0;0;0;0;0;3;3
"407";0;0;0;0;0;5;5;5;5
"408";0;0;0;0;0;0;0;3;3
"409";0;0;0;0;0;0;0;3;3
"410";0;0;0;0;0;0;0;0;0
"411";0;0;0;0;0;0;0;0;0
"412";0;0;0;0;0;0;0;3;3
"413";0;0;0;0;0;0;0;0;0
"414";0;0;0;0;0;0;4;4;4
"415";0;0;0;0;0;0;0;3;3
"416";0;0;0;0;0;0;0;0;0
"417";0;0;0;0;0;0;0;3;3
"418";0;0;0;0;0;0;0;0;0
"419";0;0;0;0;0;0;0;0;0
"420";0;0;0;0;0;0;0;0;0
"421";0;0;0;0;0;0;0;0;0
"422";0;0;0;0;6;6;6;6;6
"423";0;0;0;0;6;6;6;6;6
"424";0;0;0;0;0;0;0;3;3
"425";0;0;0;0;0;0;0;0;0
"426";0;0;0;0;0;0;0;0;0
"427";0;0;0;0;0;0;0;0;0
"428";0;0;0;0;0;0;0;0;0
"429";0;0;0;0;0;0;0;3;3
"430";0;0;0;0;0;0;0;0;0
"431";0;0;0;0;0;5;5;5;5
"432";0;0;0;0;0;0;0;3;3
"433";0;0;0;0;0;0;0;0;0
"434";0;0;0;0;0;0;0;3;3
"435";0;0;0;0;0;0;4;4;4
"436";0;0;0;0;0;0;4;4;4
"437";0;0;0;0;0;0;0;3;3
"438";0;0;0;0;0;0;0;3;3
"439";0;0;0;0;0;0;0;3;3
"440";0;0;0;0;0;0;0;0;0
"441";0;0;0;0;0;0;0;0;0
"442";0;0;0;0;0;0;0;0;0
"443";0;0;0;0;0;0;0;0;0
"444";0;0;0;0;6;6;6;6;6
"445";0;0;0;0;0;0;0;3;3
"446";0;0;0;0;0;0;0;3;3
"447";0;0;0;0;0;5;5;5;5
"448";0;0;0;0;0;0;0;3;3
"449";0;0;0;0;0;0;0;3;3
"450";0;0;0;0;0;0;0;0;0
"451";0;0;0;0;0;0;0;0;0
"452";0;0;0;0;0;0;0;3;3
"453";0;0;0;0;0;0;0;3;3
"454";0;0;0;0;0;0;0;3;3
"455";0;0;0;0;0;0;0;0;0
"456";0;0;0;0;0;0;0;3;3
"457";0;0;0;0;0;0;0;0;0
"458";0;0;0;0;0;0;0;3;3
"459";0;0;0;0;0;0;0;3;3
"460";0;0;0;0;0;0;0;0;0
"461";0;0;0;0;0;0;0;3;3
"462";0;0;0;0;0;0;0;3;3
"463";0;0;0;0;0;0;0;0;0
"464";0;0;0;0;0;0;4;4;4
"465";0;0;0;0;0;0;4;4;4
"466";0;0;0;0;0;0;0;0;0
"467";0;0;0;0;0;0;0;3;3
"468";0;0;0;0;0;0;4;4;4
"469";0;0;0;0;0;0;0;0;2
"470";0;0;0;0;0;0;4;4;4
"471";0;0;0;0;0;0;4;4;4
"472";0;0;0;0;0;0;4;4;4
"473";0;0;0;0;0;0;4;4;4
"474";0;0;0;0;0;0;0;3;3
"475";0;0;0;0;0;0;0;0;2
"476";0;0;0;0;0;0;0;0;0
"477";0;0;0;0;0;0;4;4;4
"478";0;0;0;0;0;0;4;4;4
"479";0;0;0;0;0;0;0;3;3
"480";0;0;0;0;0;0;4;4;4
"481";0;0;0;0;0;0;4;4;4
"482";0;0;0;0;0;0;0;0;2
"483";0;0;0;0;0;0;4;4;4
"484";0;0;0;0;0;0;4;4;4
"485";0;0;0;0;0;0;4;4;4
"486";0;0;0;0;0;0;4;4;4
"487";0;0;0;0;0;0;4;4;4
"488";0;0;0;0;0;0;4;4;4
"489";0;0;0;0;0;0;4;4;4
"490";0;0;0;0;0;0;4;4;4
"491";0;0;0;0;0;0;0;3;3
"492";0;0;0;0;0;0;0;3;3
"493";0;0;0;0;0;0;0;3;3
"494";0;0;0;0;0;0;0;0;2
"495";0;0;0;0;0;0;0;0;2
"496";0;0;0;0;0;0;0;3;3
"497";0;0;0;0;0;0;0;3;3
"498";0;0;0;0;0;0;0;3;3
"499";0;0;0;0;0;0;0;3;3
"500";0;0;0;0;0;0;0;0;2
"501";0;0;0;0;0;0;0;3;3
"502";0;0;0;0;0;0;0;0;2
"503";0;0;0;0;0;0;0;3;3
"504";0;0;0;0;0;0;0;3;3
"505";0;0;0;0;0;0;0;0;2
"506";0;0;0;0;0;0;4;4;4
"507";0;0;0;0;0;0;4;4;4
"508";0;0;0;0;0;0;0;3;3
"509";0;0;0;0;0;0;0;0;2
"510";0;0;0;0;0;0;0;3;3
"511";0;0;0;0;0;0;4;4;4
"512";0;0;0;0;0;0;0;3;3
"513";0;0;0;0;0;0;0;3;3
"514";0;0;0;0;0;0;0;0;0
"515";0;0;0;0;0;0;0;3;3
"516";0;0;0;0;0;0;0;3;3
"517";0;0;0;0;0;0;0;3;3
"518";0;0;0;0;0;5;5;5;5
"519";0;0;0;0;0;0;0;0;0
"520";0;0;0;0;0;0;0;3;3
"521";0;0;0;0;0;0;0;3;3
"522";0;0;0;0;0;0;0;3;3
"523";0;0;0;0;0;0;0;3;3
"524";0;0;0;0;0;0;0;3;3
"525";0;0;0;0;0;0;0;0;0
"526";0;0;0;0;0;0;0;3;3
"527";0;0;0;0;0;5;5;5;5
"528";0;0;0;0;0;5;5;5;5
"529";0;0;0;0;0;0;0;3;3
"530";0;0;0;0;0;0;0;3;3
"531";0;0;0;0;0;0;0;0;2
"532";0;0;0;0;0;0;0;0;0
"533";0;0;0;0;0;0;0;3;3
"534";0;0;0;0;0;0;0;3;3
"535";0;0;0;0;0;0;0;0;0
"536";0;0;0;0;0;0;0;3;3
"537";0;0;0;0;0;0;4;4;4
"538";0;0;0;0;0;0;0;3;3
"539";0;0;0;0;0;0;0;3;3
"540";0;0;0;0;0;0;0;3;3
"541";0;0;0;0;0;0;0;0;0
"542";0;0;0;0;0;0;0;3;3
"543";0;0;0;0;0;0;4;4;4
"544";0;0;0;0;0;0;0;0;0
"545";0;0;0;0;0;0;0;3;3
"546";0;0;0;0;0;0;0;3;3
"547";0;0;0;0;0;0;0;3;3
"548";0;0;0;0;0;5;5;5;5
"549";0;0;0;0;0;0;0;3;3
"550";0;0;0;0;0;0;0;3;3
"551";0;0;0;0;0;0;0;0;0
"552";0;0;0;0;0;0;0;0;0
"553";0;0;0;0;0;0;0;3;3
"554";0;0;0;0;0;0;0;0;0
"555";0;0;0;0;6;6;6;6;6
"556";0;0;0;0;0;5;5;5;5
"557";0;0;0;0;0;5;5;5;5
"558";0;0;0;0;0;0;0;3;3
"559";0;0;0;0;0;0;0;3;3
"560";0;0;0;0;0;0;0;0;0
"561";0;0;0;0;0;0;4;4;4
"562";0;0;0;0;0;0;0;0;2
"563";0;0;0;0;0;0;0;3;3
"564";0;0;0;0;0;0;0;3;3
"565";0;0;0;0;0;0;0;3;3
"566";0;0;0;0;0;0;0;3;3
"567";0;0;0;0;0;0;0;3;3
"568";0;0;0;0;0;0;0;3;3
"569";0;0;0;0;0;0;4;4;4
"570";0;0;0;0;0;0;0;0;2
"571";0;0;0;0;0;0;0;0;2
"572";0;0;0;0;0;0;0;0;1
"573";0;0;0;0;0;0;0;3;3
"574";0;0;0;0;0;0;0;3;3
"575";0;0;0;0;0;0;0;3;3
"576";0;0;0;0;0;0;0;0;0
"577";0;0;0;0;0;0;0;3;3
"578";0;0;0;0;0;0;0;3;3
"579";0;0;0;0;0;0;0;3;3
"580";0;0;0;0;0;0;0;3;3
"581";0;0;0;0;0;0;0;3;3
"582";0;0;0;0;0;0;4;4;4
"583";0;0;0;0;0;0;0;3;3
"584";0;0;0;0;0;0;0;3;3
"585";0;0;0;0;0;0;0;3;3
"586";0;0;0;0;0;0;0;3;3
"587";0;0;0;0;0;0;0;3;3
"588";0;0;0;0;0;0;0;3;3
"589";0;0;0;0;0;0;0;3;3
"590";0;0;0;0;0;0;0;3;3
"591";0;0;0;0;0;0;0;3;3
"592";0;0;0;0;0;0;0;3;3
"593";0;0;0;0;0;0;0;3;3
"594";0;0;0;0;0;0;0;3;3
"595";0;0;0;0;0;0;0;3;3
"596";0;0;0;0;0;0;0;3;3
"597";0;0;0;0;0;0;0;3;3
"598";0;0;0;0;0;0;0;3;3
"599";0;0;0;0;0;0;0;3;3
"600";0;0;0;0;0;0;0;3;3
"601";0;0;0;0;0;0;0;3;3
"602";0;0;0;0;0;0;4;4;4
"603";0;0;0;0;0;0;0;3;3
"604";0;0;0;0;0;0;0;3;3
"605";0;0;0;0;0;0;0;3;3
"606";0;0;0;0;0;0;0;3;3
"607";0;0;0;0;0;5;5;5;5
"608";0;0;0;0;0;0;0;3;3
"609";0;0;0;0;0;0;0;3;3
"610";0;0;0;0;0;0;0;3;3
"611";0;0;0;0;0;0;0;3;3
"612";0;0;0;0;0;0;0;3;3
"613";0;0;0;0;0;0;0;3;3
"614";0;0;0;0;0;0;0;3;3
"615";0;0;0;0;0;0;0;3;3
"616";0;0;0;0;0;0;0;0;0
"617";0;0;0;0;0;0;0;3;3
"618";0;0;0;0;0;5;5;5;5
"619";0;0;0;0;0;0;0;3;3
"620";0;0;0;0;0;0;0;0;2
"621";0;0;0;0;0;0;0;3;3
"622";0;0;0;0;0;0;4;4;4
"623";0;0;0;0;0;0;4;4;4
"624";0;0;0;0;0;0;0;3;3
"625";0;0;0;0;0;0;0;3;3
"626";0;0;0;0;0;0;0;3;3
"627";0;0;0;0;0;0;0;3;3
"628";0;0;0;0;6;6;6;6;6
"629";0;0;0;0;0;0;0;3;3
"630";0;0;0;0;0;0;0;3;3
"631";0;0;0;0;0;0;4;4;4
"632";0;0;0;0;0;0;4;4;4
"633";0;0;0;0;0;0;0;0;0
"634";0;0;0;0;0;0;4;4;4
"635";0;0;0;0;0;0;0;3;3
"636";0;0;0;0;0;0;4;4;4
"637";0;0;0;0;0;0;0;3;3
"638";0;0;0;0;0;0;0;3;3
"639";0;0;0;0;0;0;0;3;3
"640";0;0;0;0;0;0;0;3;3
"641";0;0;0;0;0;0;0;0;0
"642";0;0;0;0;0;0;0;3;3
"643";0;0;0;0;0;0;0;3;3
"644";0;0;0;0;0;0;0;3;3
"645";0;0;0;0;0;0;4;4;4
"646";0;0;0;0;0;0;0;3;3
"647";0;0;0;0;0;0;0;3;3
"648";0;0;0;0;0;0;0;3;3
"649";0;0;0;0;0;0;0;3;3
"650";0;0;0;0;6;6;6;6;6
"651";0;0;0;0;0;0;0;3;3
"652";0;0;0;0;0;0;0;3;3
"653";0;0;0;0;0;0;0;3;3
"654";0;0;0;0;0;0;0;3;3
"655";0;0;0;0;0;0;0;3;3
"656";0;0;0;0;0;0;4;4;4
"657";0;0;0;0;6;6;6;6;6
"658";0;0;0;0;6;6;6;6;6
"659";0;0;0;0;0;0;0;3;3
"660";0;0;0;0;0;0;0;0;0
"661";0;0;0;0;0;0;0;3;3
