%%MatrixMarket matrix coordinate integer general
10274 5507 139510
1934 1 1
5589 1 1
8037 1 1
5589 2 1
5615 2 1
5619 2 1
5634 2 1
5637 2 1
5856 2 1
191 3 1
412 3 1
418 3 1
704 3 1
1191 3 1
2260 3 1
2824 3 1
5165 3 1
5349 3 1
6006 3 1
6063 3 1
6108 3 1
6358 3 1
7287 3 1
7523 3 1
7631 3 1
7728 3 1
7773 3 1
7880 3 1
8045 3 1
8129 3 1
8661 3 1
8748 3 1
9342 3 1
9786 3 1
10094 3 1
10129 3 1
10164 3 1
10220 3 1
10223 3 1
2706 4 1
8547 4 1
8552 4 1
4098 5 1
4099 5 1
7861 5 1
8280 5 1
170 6 1
189 6 1
4253 6 1
6364 7 1
6366 7 1
7747 7 1
8242 7 1
10135 7 1
7388 8 1
7389 8 1
7390 8 1
2747 9 1
9085 9 1
9143 9 1
2296 10 1
4103 10 1
4106 10 1
81 11 1
8020 11 1
10043 11 1
4918 12 1
5287 12 1
7110 12 1
8396 12 1
1672 13 1
1680 13 1
1684 13 1
1686 13 1
2458 13 1
192 14 1
215 14 1
243 14 1
302 14 1
630 14 1
695 14 1
871 14 1
932 14 1
1035 14 1
1083 14 1
1288 14 1
1371 14 1
1474 14 1
1520 14 1
1575 14 1
1670 14 1
1751 14 1
1840 14 1
2683 14 1
2790 14 1
2927 14 1
3170 14 1
3232 14 1
3280 14 1
3295 14 1
3484 14 1
3520 14 1
3570 14 1
3574 14 1
3581 14 1
3833 14 1
3862 14 1
3941 14 1
4022 14 1
4160 14 1
4172 14 1
4187 14 1
4202 14 1
4318 14 1
4339 14 1
4423 14 1
4466 14 1
4572 14 1
4604 14 1
4741 14 1
4746 14 1
5133 14 1
5308 14 1
5442 14 1
5627 14 1
6002 14 1
6360 14 1
6378 14 1
6708 14 1
6934 14 1
6968 14 1
6980 14 1
6997 14 1
7004 14 1
7115 14 1
7375 14 1
7537 14 1
7956 14 1
8037 14 1
8217 14 1
8230 14 1
8445 14 1
8509 14 1
8939 14 1
8973 14 1
9501 14 1
9575 14 1
10105 14 1
471 15 1
2458 15 1
5917 15 1
1579 16 1
2093 16 1
2342 16 1
2897 16 1
3554 16 1
4199 16 1
4854 16 1
5082 16 1
5717 16 1
5864 16 1
7140 16 1
7403 16 1
7599 16 1
8426 16 1
9796 16 1
1231 17 1
2124 17 1
2314 17 1
3254 17 1
3656 17 1
3704 17 1
4418 17 1
4420 17 1
4747 17 1
4798 17 1
4802 17 1
5493 17 1
9753 17 1
1522 18 1
3035 18 1
3937 18 1
5850 18 1
1056 19 1
1057 19 1
1743 19 1
2374 19 1
2730 19 1
1904 20 1
2054 20 1
2055 20 1
2437 20 1
7166 20 1
7175 20 1
7180 20 1
7185 20 1
7186 20 1
7188 20 1
7201 20 1
9481 20 1
9486 20 1
1063 21 1
3228 21 1
3289 21 1
3342 21 1
3394 21 1
3399 21 1
3416 21 1
